Company,Invoice No,Date of Invoice,Payment Month,Client,FSAM / Job,FDA,Cat,Amount
Nintey Nine Group,Inv 725,28/05/2019,11/06/2019,NBN Co,NBN A417,"MW417R003247-AYCA-5V4B6P-2COR-09-53 Russell Street, Balgownie Ext Transformation",NBN New Devs,$240.00
Nintey Nine Group,Inv 725,28/05/2019,11/06/2019,NBN Co,NBN A417,MW417R000049-AYCA-24QAXK-2ROC-03-10 Martin Avenue Arncliffe,NBN New Devs,$240.00
Nintey Nine Group,Inv 721,28/05/2019,11/06/2019,NBN Co,Minor Works Maximo,"ND-NSW-2KNS-61-AYCA-21YG5R -Green Square Town Centre, Sites 7 & 17 -HFC-DFN",NBN New Devs DFN HFC,"$4,667.80"
Nintey Nine Group,Inv 721,28/05/2019,11/06/2019,NBN Co,Minor Works Maximo,ND-NSW-2EAS-63-AYCA-4BZSR3-HammondCare Darlinghurst - 1-HFC-DFN,NBN New Devs DFN HFC,"$4,456.60"
Nintey Nine Group,Inv 721,28/05/2019,11/06/2019,NBN Co,Minor Works Maximo,ND-NSW-2SEF-61-AYCA-4Q1RMX-Wood -1-HFC-DFN,NBN New Devs DFN HFC,"$16,676.50"
Nintey Nine Group,Inv 722,28/05/2019,11/06/2019,NBN Co,Minor Works Maximo,2BAL-66-Node Split,NBN Node Split DFN HFC,"$3,323.60"
Nintey Nine Group,Inv 722,28/05/2019,11/06/2019,NBN Co,Minor Works Maximo,2EAS-67-Node Split,NBN Node Split DFN HFC,"$3,541.40"
Nintey Nine Group,Inv 722,28/05/2019,11/06/2019,NBN Co,Minor Works Maximo,2STL-60-Node Split,NBN Node Split DFN HFC,"$3,581.00"
Nintey Nine Group,Inv 723,28/05/2019,11/06/2019,NBN Co,Minor Works Maximo,ND-NSW-2CAR-62- AYCA-41OT3N-Donald Court - 1-HFC-DFN,NBN New Devs DFN HFC,"$1,100.00"
Nintey Nine Group,Inv 723,28/05/2019,11/06/2019,NBN Co,Minor Works Maximo,ND-NSW-2EAS-64-AYCA-4K9T49 -PRESBYTERIAN AGED CARE - SP4 Brown Stree-HFC-DFN,NBN New Devs DFN HFC,"$3,226.80"
Nintey Nine Group,Inv 723,28/05/2019,11/06/2019,NBN Co,Minor Works Maximo,2ROS-65-Node Split,NBN Node Split DFN HFC,"$1,100.00"
FibreSole,Inv 035,29/05/2019,30/06/2019,NBN Co,Minor Works Maximo,AYCA-65OHGN,NBN New Devs,"$3,481.10"
FibreSole,Inv 034,29/05/2019,30/06/2019,NBN Co,Minor Works Maximo,AYCA-65OJHC,NBN New Devs,"$2,694.10"
FibreSole,Inv 032,29/05/2019,30/06/2019,NBN Co,Minor Works Maximo,AYCA-650CBA,NBN New Devs,"$1,482.00"
FibreSole,Inv 031,29/05/2019,30/06/2019,NBN Co,Minor Works Maximo,AYCA-627OQK,NBN New Devs,"$2,115.80"
FibreSole,Inv 033,29/05/2019,30/06/2019,NBN Co,Minor Works Maximo,AYCA-627OS2,NBN New Devs,"$1,587.00"
FibreSole,Inv 030,29/05/2019,30/06/2019,NBN Co,Minor Works Maximo,AYCA-627R64,NBN New Devs,"$3,061.60"
FibreSole,Inv 036,29/05/2019,30/06/2019,NBN Co,Minor Works Maximo,ND-NSW-2LAK-63- AYCA-4KG1NI-Punchbowl Development - 1-HFC-DFN,NBN Node Split DFN HFC,$300.00
FibreSole,Inv 037,29/05/2019,30/06/2019,NBN Co,Minor Works Maximo,ND-NSW-2RYD-64-AYCA-4P5T6R-Ryde Calibre-1-HFC-DFN,NBN Node Split DFN HFC,$300.00
FibreSole,Inv 038,29/05/2019,30/06/2019,NBN Co,NBN A417,MW417R003233-AYCA-4ZHXIF-2KIL-62-8 Buckingham-HFC DFN,NBN Node Split DFN HFC,"$2,043.40"
FibreSole,Inv 029,29/05/2019,30/06/2019,NBN Co,Minor Works Maximo,2CRR-65-Node Split,NBN Node Split DFN HFC,"$6,757.70"
FibreSole,Inv 014,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,"MW417R003298-2PNN-60-AYCA-5V8GAT-1A DARTFORD RD, THORNLEIGH",Business Segment,"$1,294.40"
VS Connect,Inv 1067,30/04/2019,31/05/2019,NBN Co,Minor Works Maximo,SERV-2CRO-25-L0130,FttC SC32,"$2,645.50"
VS Connect,Inv 1066,30/04/2019,31/05/2019,NBN Co,Minor Works Maximo,SERV-2ROC-21-L0130,FttC SC32,"$2,860.00"
VS Connect,Inv 1065,30/04/2019,31/05/2019,NBN Co,Minor Works Maximo,SERV-2BOT-01-L0130,FttC SC32,$975.00
VS Connect,Inv 1065,30/04/2019,31/05/2019,NBN Co,Minor Works Maximo,SERV-2BOT-09-L0130,FttC SC32,"$22,035.00"
VS Connect,Inv 1065,30/04/2019,31/05/2019,NBN Co,Minor Works Maximo,SERV-2BOT-10-L0130,FttC SC32,"$2,080.00"
VS Connect,Inv 1065,30/04/2019,31/05/2019,NBN Co,Minor Works Maximo,SERV-2BOT-22-L0130,FttC SC32,"$1,495.00"
VS Connect,Inv 1075,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-9MNK-05-L0130,FttC SC32,"$3,575.00"
VS Connect,Inv 1075,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-2APP-20-L0130,FttC SC32,$130.00
VS Connect,Inv 1075,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-2BEG-20-L0130,FttC SC32,$195.00
VS Connect,Inv 1075,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-2BMG-20-L0130,FttC SC32,$325.00
VS Connect,Inv 1075,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-2BND-20-L0130,FttC SC32,$65.00
VS Connect,Inv 1075,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-2MYA-01-L0130,FttC SC32,"$1,950.00"
VS Connect,Inv 1075,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-2TUH-20-L0130,FttC SC32,"$1,300.00"
VS Connect,Inv 1075,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-9BLC-02-L0130,FttC SC32,$715.00
VS Connect,Inv 1075,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-9BLC-03-L0130,FttC SC32,$975.00
VS Connect,Inv 1075,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-9BLC-04-L0130,FttC SC32,$325.00
VS Connect,Inv 1075,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-9DKI-04-L0130,FttC SC32,$845.00
VS Connect,Inv 1074,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-2HOR-02-L0130,FttC SC32,"$17,290.00"
VS Connect,Inv 1074,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-2HOR-20-L0130,FttC SC32,$585.00
VS Connect,Inv 1074,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-2HOR-21-L0130,FttC SC32,$65.00
VS Connect,Inv 1076,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-2MYA-01-L0130,FttC SC32,$555.00
VS Connect,Inv 1076,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-9BLC-03-L0130,FttC SC32,$555.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,"ND-NSW-2BOT-22-AYCA-4VAW65-Lot 3,4 & 5 Denison St, Banksmeadow-1-TTFN",NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,"ND-NSW-2BOT-22-AYCA-5MELWX-Lot 6 Denison Street, Banksmeadow NSW 20-TTFN",NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R003370-AYCA-5LZJ26-2BAN-70-72 Canterbury Road, Bankstown Transformation",NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,"ND-NSW-2HMK-20-AYCA-60KQLM-44A Foveaux Street, Surry Hills NSW 2010-FTTN",NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,ND-NSW-2SEV-61-AYCA-3KSP3J-Winston Hills Residential Development-TTFN,NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R003241-AYCA-52CPTI-2HOR-63-6-8 Cowan Rd, Mount Colah Transformation",NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,"ND-NSW-2MSV-01-AYCA-62FYYN-132 Osborne Road, Burradoo NSW- Tech Choice",NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,ND-NSW-2COR-02-AYCA-527MGD - 108 Lawrence Hargrave Drive- Tech Choice,NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,NBN A417,MW417R003367-AYCA-4RS6QG-2KNS-03-William Street Alexandria Transformation,NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R003508-AYCA-2LID-07-5K1HTP-18 Gibbons Street, Auburn ",NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R001914 - AYCA-4DBFGM - 2NEW-20 - 87 Parramatta Rd, Camperdown",NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R002723-AYCA-3O1ZGP-2GBE-62-4-6 Elger St, Glebe",NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,"ND-NSW-2MIR 25-AYCA-5VXRM8-2 Actinotus Avenue, Caringbah South - 1-TTFN",NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,"ND-NSW-2MIR-25-AYCA-62WIE0-3 Actinotus Avenue, Caringbah South NSW-TTFN",NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R003248-AYCA-5QX4TH-2EAS-60-164 Cathedral Street, Woolloomooloo",NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R003119-AYCA-3G1TZ6-2PYM-62-9-17 Eastern Rd, Turramurra",NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,ND-NSW-2RYD-01-AYCA-4P5T6R-Ryde Calibre - 1-TTFN,NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R003326-AYCA-5JO5XA-2BAN-70-5-9 White Avenue, Bankstown - 1",NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,NBN A417,MW417R003328-AYCA-4W57Z3 -2BAN-64-11+17 Cross St Bankstown ,NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,NBN A417,"MW22095-AYCA-4H8EZO- 2HUH-22-117-123 Victoria Rd, Gladesville",NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,"ND-NSW-2BOT-01-AYCA-5XSYES-263-265 Maroubra Road , Maroubra - 1-TTFN",NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,126 Station St Fairfield ,Held Order,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,NBN-00061888 - Quote Request - Club Menangle 170 Menangle Rd Menangle Park ,Held Order,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R001887-AYCA-41FBT3-2NSY-02-231 Miller St, North Sydney",NBN New Devs,$300.00
VS Connect,Inv 1077,31/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R003288 - AYCA-5L1XWG - 2LIV-67 - 365 Hume Highway, Liverpool Transformation",NBN New Devs,$150.00
VS Connect,Inv 1073,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-2ORC-06-L0130,FttC SC32,$390.00
VS Connect,Inv 1073,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-2ORC-20-L0130,FttC SC32,"$6,500.00"
VS Connect,Inv 1073,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-2ORC-21-L0130,FttC SC32,"$1,105.00"
VS Connect,Inv 1073,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-2ORC-22-L0130,FttC SC32,$130.00
VS Connect,Inv 1072,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-2CYS-01-L0130,FttC SC32,$455.00
VS Connect,Inv 1072,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-2CYS-02-L0130,FttC SC32,"$6,110.00"
VS Connect,Inv 1072,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,SERV-2CYS-03-L0130,FttC SC32,"$1,625.00"
KSJDA,Inv 19/1463,29/05/2019,30/06/2019,NBN Co,Minor Works Maximo,ND-NSW-2NLB-06-AYCA-472QK6-Taylors Beach -1-FTTN,NBN New Devs,"$2,898.89"
KSJDA,Inv 19/1461,28/05/2019,30/06/2019,NBN Co,Minor Works Maximo,"ND-NSW-2BUP-05-AYCA-5KIM5I-19 Clarence Street, Lake Munmorah-Estate+TTFN",NBN New Devs,"$4,044.95"
Worksafe,Inv 22019052522PEN64,25/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R002899-AYCA-2WNBI8-2PEN-64-31,33,37B Garfield-HFC DFN",NBN New Devs,"$14,041.90"
Worksafe,Inv 2201905252PNN68,25/05/2019,30/06/2019,NBN Co,NBN A417,MW417R002789-AYCA-53VL4I-2PNN-68-116a-118-castle-hill- HFC DFN,NBN New Devs,"$1,812.46"
Worksafe,Inv 22019052522PYM60,25/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R002898-AYCA-4Y3W7O-2PYM-60-1017 Pacific Hwy, Pymble, HFC DFN",NBN New Devs,"$16,695.92"
Worksafe,Inv 2201905252BUR65,25/05/2019,30/06/2019,NBN Co,NBN A417,MW417R001351-AYCA-2LCFXK-2BUR-65-Skyview ,NBN New Devs,$518.17
Worksafe,Inv 2201905252EDG65,25/05/2019,30/06/2019,NBN Co,NBN A417,MW22520-AYCA-48OYT0-2EDG-65-240 New South Head Road Edgecliff ,NBN New Devs,"$1,955.26"
Worksafe,Inv 2201905252LAK63,25/05/2019,30/06/2019,NBN Co,Minor Works Maximo,ND-NSW-2LAK-63- AYCA-4KG1NI-Punchbowl Development - 1-HFC-DFN,NBN New Devs DFN HFC,"$29,592.72"
Worksafe,Inv 2201905252NEW60,25/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R003284-AYCA-5T15312-2NEW-60-293 Princes Highway, Saint Peters",NBN New Devs,"$1,290.25"
Worksafe,Inv 2201905252STLEONARDS,25/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R001887-AYCA-41FBT3-2NSY-02-231 Miller St, North Sydney",NBN New Devs,"$1,149.66"
Worksafe,Inv 22019052525,25/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R002436-AYCA-5RHH4X-2PNN-68-68 Beecroft Road, Beecroft ",NBN New Devs,"$1,088.81"
Worksafe,Inv 22019052522AYCA-40TCKL,25/05/2019,30/06/2019,NBN Co,NBN A417,MW417R000139-AYCA-4IIZWC-2STL-60-22-28 Albany St St Leonards ,NBN New Devs,$652.24
Worksafe,Inv 2201905252HOR-61,25/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R001917-AYCA-2L9FVY-2HOR-02-117-119 Pacific Hwy, Hornsby",NBN New Devs,"$2,005.20"
Worksafe,Inv 2201905252PAR63,25/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R002182-AYCA-4PRYRR-2PAR-63-161-163 Great Western Hwy, Mays Hill",NBN New Devs,$723.65
RD Tech Solutions,Inv 165,30/05/2019,30/06/2019,NBN Co,Minor Works Maximo,ND-NSW-2BLN-22-AYCA-5IS7AL-Reside Living Ballina - 1-TTFN,NBN New Devs,"$1,200.00"
RD Tech Solutions,Inv 165,30/05/2019,30/06/2019,NBN Co,Minor Works Maximo,"ND-NSW-2CFS-06-AYCA-62FMLI-19 Engineering Drive, North Boambee Vall-TTFN",NBN New Devs,"$1,200.00"
RD Tech Solutions,Inv 165,30/05/2019,30/06/2019,NBN Co,Minor Works Maximo,"ND-NSW-2SHA-64-AYCA-63GR5P-125-127 Victoria Street , Werrington NSW-TTFN",NBN New Devs,"$1,200.00"
RD Tech Solutions,Inv 165,30/05/2019,30/06/2019,NBN Co,Minor Works Maximo,"ND-NSW-2CRM-66-AYCA-63BVQ4-152 Military Road, Neutral Bay NSW 2089-TTFN",NBN New Devs,"$1,200.00"
RD Tech Solutions,Inv 164,30/05/2019,30/06/2019,NBN Co,Minor Works Maximo,"ND-NSW-2COO-65-AYCA-5ZQAT3-42 Judge Street, Randwick -1-Estate(Design Only)",NBN New Devs,$750.00
RD Tech Solutions,Inv 167,30/05/2019,30/06/2019,NBN Co,Minor Works Maximo,"ND-NSW-2CRM-66-AYCA-63BVQ4-152 Military Road, Neutral Bay NSW 2089-TTFN",NBN New Devs,"$1,200.00"
RD Tech Solutions,Inv 167,30/05/2019,30/06/2019,NBN Co,Minor Works Maximo,"ND-NSW-2LAK-61-AYCA-5FM4O6-34 Broadway, Punchbowl - 1-HFC-DFN",NBN New Devs DFN HFC,"$1,100.00"
RD Tech Solutions,Inv 166,30/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R002182-AYCA-4PRYRR-2PAR-63-161-163 Great Western Hwy, Mays Hill",NBN New Devs,$240.00
RD Tech Solutions,Inv 166,30/05/2019,30/06/2019,NBN Co,NBN A417,"MW21728-AYCA-4HTS7R-2RIV-03-875 RICHMOND RD, MARSDEN PARK",NBN New Devs,$240.00
RD Tech Solutions,Inv 166,30/05/2019,30/06/2019,NBN Co,Minor Works Maximo,"ND-NSW-2DAP-02-AYCA-5XRS1Z-7-9 Princes Highway, Dapto - 1- TTFN",NBN New Devs,$240.00
RD Tech Solutions,Inv 166,30/05/2019,30/06/2019,NBN Co,NBN A417,MW417R000629-AYCA-4OCM1V-2UND-60-260-264 Wardell Rd,NBN New Devs,$240.00
Platinum Traffic Services,Inv 222707,30/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R003370-AYCA-5LZJ26-2BAN-70-72 Canterbury Road, Bankstown Transformation",NBN New Devs,"$1,363.84"
Platinum Traffic Services,Inv 222704,30/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R003288 - AYCA-5L1XWG - 2LIV-67 - 365 Hume Highway, Liverpool Transformation",NBN New Devs,$811.48
Nintey Nine Group,Inv 728,31/05/2019,14/06/2019,NBN Co,NBN A417,"MW417R003288 - AYCA-5L1XWG - 2LIV-67 - 365 Hume Highway, Liverpool Transformation",NBN New Devs,$720.00
Nintey Nine Group,Inv 728RD,31/05/2019,14/06/2019,NBN Co,NBN A417,"MW417R001041-AYCA-4H9191-2COR-03-208-210 Princes Highway, Bulli",NBN New Devs,"$1,080.00"
RD Tech Solutions,Inv 168,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,ND-NSW-2CAR-61-AYCA-4ATRUK -North Rocks Gardens - 1-HFC-DFN ,NBN New Devs DFN HFC,"$7,497.00"
Fibretex,Inv 001,31/05/2019,30/06/2019,NBN Co,Minor Works Maximo,"ND-NSW-2KNS-62-AYCA-5E2I7I-4-6 Grosvenor St, Kensington - 1-HFC-DFN",NBN New Devs DFN HFC,"$10,774.00"
Fibretex,Inv 002,31/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R001917-AYCA-2L9FVY-2HOR-02-117-119 Pacific Hwy, Hornsby",NBN New Devs,"$2,362.92"
Fibretex,Inv 003,31/05/2019,30/06/2019,NBN Co,NBN A417,"MW417R002899-AYCA-2WNBI8-2PEN-64-31,33,37B Garfield-HFC DFN",NBN New Devs DFN HFC,"$2,262.56"
Marshall Directional Drilling,Inv 01874,30/05/2019,30/06/2019,NBN Co,NBN A417,MW417R002994-AYCA-3R9RDG-2GLB-04-193 & 205 Wheeo Road Goulburn ,NBN New Devs,"$9,415.34"
