Contract,Project Name,Location,PE,Inv No.,Date Invoice Created,Date Project Completions handed over,PC Request Date Submitted,Variation Request submitted,Variation Approval,PC Due,Payment Date,Month Claimed,Actual Payment Date,Maximo work order,FSAM/MPS,Suburb,CSPO Amount,Variation,Total Revenue,GST Inc,DJC Cost,Internal DJC Cost,Total Cost,Margin,%,NBN PO/PM,Project Quote Submitted,Project Award Date,Days to Award,Customer required date,Difference CRD to Award
A417 New Devs,A417 Greenfield MDU,Sydney,Mickey Tran,Inv 14023,14/08/2018,23/07/2018,24/07/2018,,,07/08/2018,14/08/2018,Jul-18,Aug-18,,MW417R000381-2APN-01-AYCA-5DPOWN-13 Technology Drive Appin INT,Appin,"$1,592.08",,"$1,592.08"," $	1,751.29 ",,,$0.00,"$1,592.08",100%,Ertan Cicek,Direct Award,25/06/2018,,30/10/2018,127d
A417 RFQ,A417 RFQ New Devs,Central Coast,Mickey Tran,Inv 14155,17/09/2018,08/08/2018,08/08/2018,14/08/2018,03/09/2018,22/08/2018,05/09/2018,Aug-18,Sep-18,,"MW417R000141-AYCA-4UXA3J-2ERN-03-1 and 4 Fox Glove Close, Green",Green Point,"$6,603.41","$10,528.20","$17,131.61"," $	18,844.77 ","$9,198.20",,"$9,198.20","$7,933.41",46%,Dave Yoemans,04/06/2018,19/06/2018,15d,29/06/2018,10d
A417 New Devs,NBN FttC Drops,Nth Coast,Rob Panovski,Inv 14724,15/02/2019,20/12/2018,20/12/2018,10/01/2019,15/01/2009,11/01/2009,15/02/2019,Dec-18,Feb-19,,MW417R001124-2ALS-01 - Alstonville,Alstonville,"$23,724.68","$45,166.89","$68,891.57"," $	75,780.72 ","$42,821.75",,"$42,821.75","$26,069.82",38%,Kirsty Doyle,Direct Award,,,,
A417 New Devs,NBN FttC Drops,Nth Coast,Rob Panovski,Inv 14053,22/08/2018,21/08/2018,21/08/2018,,,,23/08/2018,Aug-18,Aug-18,,MW417R001124-2ALS-01 - Alstonville,Alstonville,"$10,167.72",,"$10,167.72"," $	11,184.49 ",,,$0.00,"$10,167.72",100%,Kirsty Doyle,Direct Award,,,,
A417 RFQ,A417 RFQ New Devs,Sth Coast,Mickey Tran,Inv 13926,26/07/2018,03/07/2018,05/07/2018,,,19/07/2018,26/07/2018,Jul-18,Jul-18,,"MW417R000364-2ABN-03-AYCA-5DBDK2 -8 Werrang St, Albion Park Rail",Albion Park,"$2,852.73",,"$2,852.73"," $	3,138.00 ",,,$0.00,"$2,852.73",100%,Ertan Cicek,26/06/2018,04/07/2018,8d,12/09/2018,70d
A417 New Devs,A417 Greenfield MDU,ACT,Marshell Antonio,Inv 14009,09/08/2018,23/07/2018,23/07/2018,23/07/2018,31/07/2018,06/08/2018,09/08/2018,Jul-18,Aug-18,,"MW417R000383-AYCA-3MEHNA-9BLC-04-Nevertire St, Lawson",Lawson,"$8,900.22","$4,282.44","$13,182.66"," $	14,500.93 ",,,$0.00,"$13,182.66",100%,Ertan Cicek,Direct Award,28/06/2018,,28/09/2018,92d
A417 New Devs,A417 Greenfield MDU,Sydney,Mickey Tran,Inv 14000,09/08/2018,06/07/2018,06/07/2018,10/07/2018,30/07/2018,20/07/2018,09/08/2018,Jul-18,Aug-18,,"MW417R000346-AYCA-57CH4J-2CRO-01-8/268A Captain Cook Dr, Kurnell",Kurnell,"$3,154.72","$4,773.34","$7,928.06"," $	8,720.87 ","$2,498.50",,"$2,498.50","$5,429.56",68%,Ertan Cicek,Direct Award,28/06/2018,,28/09/2018,92d
A417 New Devs,A417 Greenfield MDU,ACT,Marshell Antonio,,,18/09/2018,30/09/2018,18/09/2018,26/10/2018,14/10/2018,06/11/2018,Sep-18,Nov-18,,"MW417R001447-AYCA-5A2PE8-9CRC-06-35 Pademelon St, Throsby, ACT",Thorsby,"$4,429.15","$1,301.24","$5,730.39"," $	6,303.43 ",,,$0.00,"$5,730.39",100%,Ertan Cicek,Direct Award,11/09/2018,,31/10/2018,50d
A417 New Devs,A417 Greenfield MDU,Sydney,Mickey Tran,Inv 14466,29/11/2018,17/10/2018,17/10/2018,17/10/2018,14/11/2018,30/10/2018,29/11/2018,Oct-18,Nov-18,,"MW417R001525-AYCA-4NOC4P-2MIR-22-40 Cawarra Road, Caringbah",Caringbah,$616.60,$857.91,"$1,474.51"," $	1,621.96 ",,,$0.00,"$1,474.51",100%,Ertan Cicek,Direct Award,18/09/2018,,30/11/2018,73d
A417 RFQ,A417 RFQ New Devs,Sth Coast,Marshell Antonio,Inv 13928,27/07/2018,05/07/2018,05/07/2018,10/07/2018,18/07/2018,19/07/2018,31/07/2018,Jul-18,Jul-18,,"MW22519 - 2COR-01 - AYCA-4V3JM3 - 69 High Street, Thirroul",Thirroul,"$9,249.00","$5,339.41","$14,588.41"," $	16,047.25 ",,,$0.00,"$14,588.41",100%,Dave Yoemans,31/05/2018,13/06/2018,13d,29/06/2018,16d
A417 New Devs,NBN Assurance Sydney,NSW,Damien Marov,Inv 13781,03/07/2018,03/07/2018,03/07/2018,,,,24/07/2018,Jul-18,Jul-18,,"MW417R000504-2KTB-04-166 Great Western Highway, Wentworth Falls",Wentworth Falls,"$2,434.66",,"$2,434.66"," $	2,678.13 ",,"$1,008.00","$1,008.00","$1,426.66",59%,Tony Gabriel,,,,,
A417 New Devs,NBN Assurance Sydney,NSW,Damien Marov,Inv 13782,03/07/2018,03/07/2018,03/07/2018,,,,17/07/2018,Jul-18,Jul-18,,"MW417R000569-2KTB-02-INC000007293986-Lot 22, 33 Foy Avenue, Medlow Bath",Medlow Bath,"$1,537.68",,"$1,537.68"," $	1,691.45 ",,$560.00,$560.00,$977.68,64%,Tony Gabriel,,,,,
A417 New Devs,NBN Assurance Wagga,NSW,Andrew McPherson,Inv 13784,03/07/2018,03/07/2018,03/07/2018,,,,16/08/2018,Jul-18,Aug-18,,"MW417R000570-2YAS-01-INC000007561589-Lot 102, 51 Mount St, Yass ",Yass,"$1,819.54",,"$1,819.54"," $	2,001.49 ",,$976.00,$504.00,"$1,315.54",72%,Tony Gabriel,,,,,
A417 New Devs,NBN Assurance Wagga,NSW,Andrew McPherson,Inv 13785,03/07/2018,03/07/2018,03/07/2018,,,,17/07/2018,Jul-18,Jul-18,,"MW417R000520-2WWY-20-34 Church St, West Wyalong, NSW",West Wyalong,$768.84,,$768.84, $	845.72 ,,$224.00,$224.00,$544.84,71%,Tony Gabriel,,,,,
A417 New Devs,NBN Assurance Wagga,NSW,Andrew McPherson,Inv 13786,03/07/2018,03/07/2018,03/07/2018,,,,07/08/2018,Jul-18,Aug-18,,"MW417R000510-2CON-20-74-76 Orange St, Condobolin, NSW-INC000007693413",Condobolin,$961.05,,$961.05," $	1,057.16 ",,$308.00,$308.00,$653.05,68%,Tony Gabriel,,,,,
A417 New Devs,NBN Assurance Wagga,NSW,Andrew McPherson,Inv 13787,03/07/2018,03/07/2018,03/07/2018,,,,19/07/2018,Jul-18,Jul-18,,"MW417R000508-2WAG-06-Lot 220, 23 Crisp Dr, Ashmont, NSW",Ashmont,$962.81,,$962.81," $	1,059.09 ",,$168.00,$168.00,$794.81,83%,Tony Gabriel,,,,,
A417 New Devs,NBN Assurance Wagga,NSW,Andrew McPherson,Inv 13788,03/07/2018,03/07/2018,03/07/2018,,,,19/07/2018,Jul-18,Jul-18,,"MW417R000503-2CON-20-Lot 11, 15 Busby Street, Condobolin",Condobolin,$962.81,,$962.81," $	1,059.09 ",,$112.00,$112.00,$850.81,88%,Tony Gabriel,,,,,
A417 New Devs,NBN Assurance Wagga,NSW,Andrew McPherson,Inv 13789,03/07/2018,03/07/2018,03/07/2018,,,,19/07/2018,Jul-18,Jul-18,,"MW417R000507-2ALB-04-Lot 4, 2 Bunker Ct, Albury, NSW-INC000007471430",Albury,"$2,947.22",,"$2,947.22"," $	3,241.94 ",,"$1,226.00","$1,226.00","$1,721.22",58%,Tony Gabriel,,,,,
A417 New Devs,NBN Assurance Wagga,NSW,Andrew McPherson,Inv 13790,03/07/2018,03/07/2018,03/07/2018,,,,17/07/2018,Jul-18,Jul-18,,"MW417R000511-2LTO-21-Lot 1, 45 Gossamer St, Leeton",Leeton,"$3,655.39",,"$3,655.39"," $	4,020.93 ",,"$1,690.00","$1,690.00","$1,965.39",54%,Tony Gabriel,,,,,
A417 New Devs,NBN Assurance Sydney,NSW,Damien Marov,Inv 13794,03/07/2018,03/07/2018,03/07/2018,,,,16/08/2018,Jul-18,Aug-18,,"MW417R000542-2KTB-02-51 DELMONTE AV, MEDLOW BATH-INC000008346619",Medlow Bath,"$1,422.33",,"$1,422.33"," $	1,564.56 ",,$600.00,$600.00,$822.33,58%,Tony Gabriel,,,,,
A417 New Devs,NBN Assurance Wagga,NSW,Andrew McPherson,Inv 13791,03/07/2018,03/07/2018,03/07/2018,,,,17/07/2018,Jul-18,Jul-18,,"MW417R000516-2HAY-20-Lot 7, 460 Orson St, Hay, NSW-INC000006971761",Hay,"$11,144.61",,"$11,144.61"," $	12,259.07 ",,"$6,965.38","$6,965.38","$4,179.23",38%,Tony Gabriel,,,,,
A417 New Devs,NBN Assurance Sydney,NSW,Damien Marov,Inv 13792,03/07/2018,03/07/2018,03/07/2018,,,,03/07/2018,Jul-18,Jul-18,,"MW417R000587 - INC0000082632412KTB-01 - 24 NELSON RD, KATOOMBA",Katoomba,"$3,799.81",,"$3,799.81"," $	4,179.79 ",,"$1,522.00","$2,164.00","$1,635.81",43%,Tony Gabriel,,,,,
A417 New Devs,NBN Assurance Sydney,NSW,Damien Marov,Inv 13795,04/07/2018,03/07/2018,03/07/2018,,,,17/07/2018,Jul-18,Jul-18,,"MW417R000567-2BLK-05-INC000007924200-UNIT 501, LOT 1, 3 FIRST AV, SEVEN HILLS ",Seven Hills,"$4,389.91",,"$4,389.91"," $	4,828.90 ",,"$1,980.00","$1,980.00","$2,409.91",55%,Tony Gabriel,,,,,
A417 New Devs,NBN Assurance Sydney,NSW,Damien Marov,Inv 13798,03/07/2018,03/07/2018,03/07/2018,,,,17/07/2018,Jul-18,Jul-18,,"MW417R000568-2KTB-05-INC000007742541-Lot 18, 30 Christabel Street, Lawson",Lawson,"$1,473.61",,"$1,473.61"," $	1,620.97 ",,$532.00,$532.00,$941.61,64%,Tony Gabriel,,,,,
A417 New Devs,NBN Assurance Sydney,NSW,Damien Marov,Inv 13863,04/07/2018,03/07/2018,03/07/2018,,,,26/07/2018,Jul-18,Jul-18,,"MW417R000521-2KTB-01-42-84 Martin St, Katoomba High School, Katoomba",Katoomba,"$1,409.54",,"$1,409.54"," $	1,550.49 ",,$504.00,$504.00,$905.54,64%,Tony Gabriel,,,,,
A417 New Devs,NBN Assurance Wagga,NSW,Andrew McPherson,Inv 13815,03/07/2018,03/07/2018,03/07/2018,,,,17/07/2018,Jul-18,Jul-18,,"MW417R000576-2NMN-20-INC000007557971-113 WATTLE CR, NARROMINE",Narromine,"$1,153.26",,"$1,153.26"," $	1,268.59 ",,$392.00,$392.00,$761.26,66%,Tony Gabriel,,,,,
A417 New Devs,NBN Assurance Sydney,NSW,Damien Marov,Inv 13796,04/07/2018,03/07/2018,03/07/2018,,,,26/07/2018,Jul-18,Jul-18,,"MW417R000577-2KTB-03-INC000007929584-127 Craigend St, Leura",Leura,"$3,651.99",,"$3,651.99"," $	4,017.19 ",,"$1,484.00","$1,484.00","$2,167.99",59%,Tony Gabriel,,,,,
A417 New Devs,NBN Assurance Wagga,NSW,Andrew McPherson,inv 13783,03/07/2018,03/07/2018,03/07/2018,,,,17/07/2018,Jul-18,Jul-18,,"MW417R000514-2WWY-20-12-20 BARNADO ST, WEST WYALONG",West Wyalong,$512.56,,$512.56, $	563.82 ,,$280.00,$280.00,$232.56,45%,Tony Gabriel,,,,,
A417 New Devs,A417 Greenfield MDU,Sydney,Mickey Tran,Inv 14151,11/09/2018,23/07/2018,24/07/2018,25/07/2018,30/08/2018,07/08/2018,13/09/2018,Jul-18,Sep-18,,"MW417R000454 -AYCA-4V7F3M -  2LAK-22 - 23 Willeroo St, Lakemba",Lakemba,"$2,111.65","$6,124.44","$8,236.09"," $	9,059.70 ","$3,227.26",,"$3,227.26","$5,008.83",61%,Ertan Cicek,Direct Award,05/07/2018,,03/08/2018,29d
A417 New Devs,A417 Greenfield MDU,Sth Coast,Marshell Antonio,Inv 14518,05/12/2018,30/10/2018,30/10/2018,31/10/2018,27/11/2018,13/11/2018,06/12/2018,Oct-18,Dec-18,,MW417R000494-AYCA-21R8AP-2WLG-07-12-14 New Dapto Rd Wollongong,Wollongong,"$1,022.88","$1,599.58","$2,622.46"," $	2,884.71 ",$680.69,$302.51,$983.20,"$1,639.26",63%,Ertan Cicek,Direct Award,05/07/2018,,28/09/2018,85d
A417 New Devs,A417 Greenfield MDU,Sydney Sth,Marshell Antonio,,,,30/07/2019,,,,,Jul-19,Jan-00,,"MW417R000495-AYCA-4X1Z9M-2MIR-26-58/60 Karimbla Rd, Miranda",Miranda,$680.91,,$680.91, $	749.00 ,,,$0.00,$680.91,100%,Ertan Cicek,Direct Award,05/07/2018,,28/09/2018,85d
A417 New Devs,A417 Greenfield MDU,Central Coast,Dane Harrington,Inv 14472,29/11/2018,21/09/2018,21/09/2018,05/10/2018,14/11/2018,05/10/2018,29/11/2018,Sep-18,Nov-18,,MW22435-AYCA-5576QH-2TGL-02-3 Ghersi Ave Wambera,Wamberal,"$1,596.49","$8,753.25","$10,349.74"," $	11,384.71 ","$7,118.33",,"$7,118.33","$3,231.41",31%,Ertan Cicek,Direct Award,14/05/2018,,26/05/2018,12d
A417 New Devs,A417 Greenfield MDU,Sydney Sth,Marshell Antonio,Inv 15033,08/05/2019,03/04/2019,03/04/2019,03/04/2019,23/04/2019,17/04/2019,09/05/2019,Apr-19,May-19,,"MW417R000462-AYCA-328OYF-2CBT-05-37-41 Chamberlain St, Campbelltown",Campbelltown,"$1,821.28","$5,901.53","$7,722.81"," $	8,495.09 ","$3,829.56",,"$3,829.56","$3,893.25",50%,Ertan Cicek,Direct Award,05/07/2018,,28/09/2018,85d
A417 New Devs,A417 Greenfield MDU,Sydney Nth,Mickey Tran,,,17/03/2019,17/03/2019,19/03/2019,,31/03/2019,,Mar-19,Jan-00,,"MW417R000518-AYCA-2V9V2D-2HOR-63-2 Cowan Road & 540A-542 Pacific Highway, Mount Colah",Mount Colah,"$1,606.42","$2,515.82","$4,122.24"," $	4,534.46 "," $	2,524.69 ",,"$2,524.69","$1,597.55",39%,Ertan Cicek,Direct Award,05/07/2018,,28/09/2018,85d
A417 RFQ,A417 RFQ New Devs,Central West,Marshell Antonio,Inv 13742,13/06/2018,23/05/2018,23/05/2018,23/05/2018,31/05/2018,06/06/2018,13/06/2018,May-18,Jun-18,,"MW22196 - AYCA-4VVND3 - 2ORG-01 - 258 CLERGATE RD, ORANGE",Orange,"$6,657.74","$4,284.16","$10,941.90"," $	12,036.08 ","$8,266.83",,"$8,266.83","$2,675.07",24%,Dave Yoemans,11/04/2018,16/04/2018,5d,08/06/2018,53d
A417 New Devs,A417 Greenfield MDU,Sydney,Mickey Tran,Inv 13983,03/08/2018,10/07/2018,12/07/2018,,,27/07/2018,02/08/2018,Jul-18,Aug-18,,MW417R000529-AYCA-5ALZB0-2BLK-07-6 Woods Cl Huntingwood  Int,Huntingwood,$285.60,,$285.60, $	314.16 ,,,$0.00,$285.60,100%,Ertan Cicek,Direct Award,09/07/2018,,18/07/2018,9d
A417 RFQ,A417 RFQ New Devs,Central West,Marshell Antonio,Inv 14192,28/09/2018,27/08/2018,27/08/2018,27/08/2018,13/09/2018,10/09/2018,25/09/2018,Aug-18,Sep-18,,"MW417R000543-2PKS-21-AYCA-5866DJ-2 Cecile Street, Parkes ",Parkes,"$7,336.89",$446.39,"$7,783.28"," $	8,561.61 ",,,$0.00,"$7,783.28",100%,Mark Leal,06/07/2018,10/07/2018,4d,27/09/2018,79d
A417 RFQ,A417 RFQ New Devs,Sth NSW,Marshell Antonio,Inv 14161,21/09/2018,24/08/2018,24/08/2018,27/08/2018,13/09/2018,07/09/2018,20/09/2018,Aug-18,Sep-18,,"MW417R000059-AYCA-59JUMX - 2WAG-02-J83 Trail Street, Wagga Wagga ",Wagga Wagga,"$3,012.97","$4,673.60","$7,686.57"," $	8,455.23 ",,,$0.00,"$7,686.57",100%,Mark Leal,31/05/2018,11/07/2018,41d,06/09/2018,57d
A417 New Devs,A417 Greenfield MDU,Sydney Nth,Mickey Tran,,,,30/06/2019,,,,,Jun-19,Jan-00,,"MW417R000625-AYCA-4QDZCA-2STL-61-31-33 Albany St, Crows Nest",Crows Nest,"$1,576.32",,"$1,576.32"," $	1,733.95 ",,,$0.00,"$1,576.32",100%,Ertan Cicek,Direct Award,13/07/2018,,10/10/2018,89d
A417 New Devs,A417 Greenfield MDU,Central Coast,Dane Harrington,,,20/05/2019,20/05/2019,20/05/2019,,28/05/2019,11/06/2019,May-19,Jun-19,,"MW417R000606-AYCA-56PJ6I-2GRK-01-645 Pacific Hwy, Kanwal",Kanwal,"$5,378.00","$11,476.81","$16,854.81"," $	18,540.29 ","$12,080.45",,"$12,080.45","$4,774.36",28%,Ertan Cicek,Direct Award,12/07/2018,,10/10/2018,90d
A417 RFQ,A417 RFQ New Devs,Central West,Marshell Antonio,Inv 14164,21/09/2018,27/08/2018,27/08/2018,,,10/09/2018,20/09/2018,Aug-18,Sep-18,,MW417R000468‐2PKS‐20‐AYCA‐4VRIOS‐37 High Street Parkes,Parkes,"$9,404.63",,"$9,404.63"," $	10,345.09 ",,,$0.00,"$9,404.63",100%,Mark Leal,05/07/2018,17/07/2018,12d,26/09/2018,71d
A417 RFQ,A417 RFQ New Devs,Sth NSW,Marshell Antonio,Inv 14520,05/12/2018,06/11/2018,06/11/2018,13/11/2018,23/11/2018,20/11/2018,06/12/2018,Nov-18,Dec-18,,"MW417R000460 - AYCA-58DKIW - 2GFT-20 - 43 Jondaryan Avenue, Griffith",Griffith,"$12,959.63","$9,226.87","$22,186.50"," $	24,405.15 ",,,$0.00,"$22,186.50",100%,Mark Leal,26/06/2018,17/07/2018,21d,21/09/2018,66d
A417 RFQ,A417 RFQ New Devs,ACT,Marshell Antonio,Inv 14265,15/10/2018,18/09/2018,18/09/2018,18/09/2018,27/09/2018,02/10/2018,16/10/2018,Sep-18,Oct-18,,"MW417R000338-AYCA-54NU37-9KBA-20-427-177 Newman-Morris Circuit, Oxley, ACT",Oxley,"$15,828.41","$7,165.57","$22,993.98"," $	25,293.38 ","$9,054.28","$3,403.25","$12,457.53","$10,536.45",46%,Mark Leal,20/06/2018,19/07/2018,29d,11/09/2018,54d
A417 New Devs,A417 Greenfield MDU,Sydney Sth,Marshell Antonio,,,,30/06/2019,,,,,Jun-19,Jan-00,,"MW417R000602 - AYCA-49DBF5 - 2CRO-21 - 33-39 Croydon St, Cronulla",Cronulla,"$1,557.50",,"$1,557.50"," $	1,713.25 ",$300.00,,$300.00,"$1,257.50",81%,Ertan Cicek,Direct Award,17/07/2018,,10/10/2018,85d
A417 New Devs,A417 Greenfield MDU,Sydney CBD,Dane Harrington,,,,30/01/2020,,,,,Jan-20,Jan-00,,"MW417R000611-AYCA-4Z6R8L-2DAL-28-148-160 King St, Sydney",Sydney CBD,"$1,838.89",,"$1,838.89"," $	2,022.78 ",,,$0.00,"$1,838.89",100%,Ertan Cicek,Direct Award,17/07/2018,,10/10/2018,85d
A417 New Devs,A417 Greenfield MDU,Sydney West,Dane Harrington,,,,30/06/2019,,,,,Jun-19,Jan-00,,"MW417R000627-AYCA-4VSW7K-2PTH-05-10-12 Vista St, Penrith",Penrith,"$1,745.46",,"$1,745.46"," $	1,920.01 ","$1,419.81",,"$1,419.81",$325.65,19%,Ertan Cicek,Direct Award,18/07/2018,,10/10/2018,84d
A417 New Devs,A417 Greenfield MDU,Sydney West,Dane Harrington,,,25/05/2019,25/05/2019,25/05/2019,,08/06/2019,22/06/2019,May-19,Jun-19,,"MW417R000616-AYCA-4VH4MG-2PTH-02-36 Barber Ave, Penrith",Penrith,"$1,863.78","$1,599.52","$3,463.30"," $	3,809.63 ","$1,028.00",,"$1,028.00","$2,435.30",70%,Ertan Cicek,Direct Award,18/07/2018,,10/10/2018,84d
A417 New Devs,A417 Greenfield MDU,Sydney Sth,Marshell Antonio,,,18/05/2019,18/05/2019,18/05/2019,30/05/2019,28/05/2019,11/06/2019,May-19,Jun-19,,MW417R000629-AYCA-4OCM1V-2UND-60-260-264 Wardell Rd,Marrickville,$875.62,"$3,756.88","$4,632.50"," $	5,095.75 ","$2,231.15",,"$2,231.15","$2,401.35",52%,Ertan Cicek,Direct Award,18/07/2018,,10/10/2018,84d
A417 New Devs,A417 Greenfield MDU,Sydney West,Dane Harrington,,,11/04/2019,11/04/2019,11/04/2019,24/05/2019,30/04/2019,,Apr-19,Jan-00,,"MW417R000605 - AYCA-4XR9F8 -2ROU-02 -  320 Annangrove Rd, Rouse Hill",Rouse Hill,"$4,072.98","$5,920.82","$9,993.80"," $	10,993.18 ","$6,336.62",,"$6,336.62","$3,657.18",37%,Ertan Cicek,Direct Award,18/07/2018,,10/10/2018,84d
A417 New Devs,A417 Greenfield MDU,Sydney,Mickey Tran,Inv 14247,11/10/2018,23/08/2018,23/08/2018,26/08/2018,18/09/2018,06/09/2018,11/10/2018,Aug-18,Oct-18,,"MW417R000669-AYCA-4QID92-2EAS-63-153-165 Brougham St, Woolloomooloo",Potts Point,"$4,517.93","$9,364.68","$13,882.61"," $	15,270.87 ","$5,869.67",,"$5,869.67","$8,012.94",58%,Ertan Cicek,Direct Award,19/07/2018,,12/10/2018,85d
A417 New Devs,A417 Greenfield MDU,Sydney,Dane Harrington,Inv 14474,29/11/2018,05/10/2018,05/10/2018,10/10/2018,14/11/2018,19/10/2018,29/11/2018,Oct-18,Nov-18,,"MW417R000211-AYCA-56B97M-2SEF-61-1 Tangerine St, Fairfield East",Fairfield,"$2,424.06","$3,717.23","$6,141.29"," $	6,755.42 ","$2,694.03",,"$2,694.03","$3,447.26",56%,Ertan Cicek,Direct Award,12/06/2018,,28/09/2018,108d
A417 New Devs,A417 Greenfield MDU,Newcastle,Dane Harrington,Inv 14627,18/01/2019,02/11/2018,05/11/2018,20/11/2018,21/11/2018,19/11/2018,17/01/2019,Nov-18,Jan-19,,"MW417R000707-AYCA-4QHVO8-2CHL-07-13-15 Pacific Hwy, Gateshead",Gateshead,"$10,653.74","$12,707.51","$23,361.25"," $	25,697.38 ","$11,292.03","$1,856.59","$13,148.62","$10,212.63",44%,Ertan Cicek,Direct Award,20/07/2018,,17/10/2018,89d
A417 New Devs,A417 Greenfield MDU,Sydney CBD,Dane Harrington,,,27/05/2019,27/05/2019,,,10/06/2019,24/06/2019,May-19,Jun-19,,MW417R000716-AYCA-3S7B4B-2HMK-02-University of Technology Sydney,Sydney,"$1,753.73","$21,680.78","$23,434.51"," $	25,777.97 ","$3,947.98",,"$3,947.98","$19,486.53",83%,Ertan Cicek,Direct Award,20/07/2018,,17/10/2018,89d
A417 New Devs,A417 Greenfield MDU,Sydney CBD,Dane Harrington,,,,30/07/2019,,,,,Jul-19,Jan-00,,"MW417R000706-AYCA-3O2CEB-2GBE-62-5 Elger St, Glebe",Glebe,"$1,044.69",,"$1,044.69"," $	1,149.16 ",,,$0.00,"$1,044.69",100%,Ertan Cicek,Direct Award,20/07/2018,,17/10/2018,89d
A417 New Devs,A417 Greenfield MDU,Sydney,Dane Harrington,Inv 14638,18/01/2019,15/11/2018,16/11/2018,21/11/2018,21/12/2018,30/11/2018,22/01/2019,Nov-18,Jan-19,,"MW22094-AYCA-4LM7HH-2UND-61-590-602 New Canterbury Rd, Hurlstone Park",Hurlestone Park,"$2,574.51","$11,918.41","$14,492.92"," $	15,942.21 ","$8,104.13",,"$8,104.13","$6,388.79",44%,Ertan Cicek,Direct Award,28/03/2018,,24/04/2018,27d
A417 New Devs,A417 Greenfield MDU,Sydney West,Dane Harrington,,,,30/06/2019,,,,,Jun-19,Jan-00,,"MW417R000710-AYCA-55RMFH-2WET-23-1521 The Horsley Dr, Abbotsbury",Abbotsbury,"$5,325.25",,"$5,325.25"," $	5,857.78 ",,,$0.00,"$5,325.25",100%,Ertan Cicek,Direct Award,20/07/2018,,27/10/2018,99d
A417 New Devs,A417 Greenfield MDU,Sth NSW,Marshell Antonio,Inv 14209,26/09/2018,07/09/2018,07/09/2018,07/09/2018,17/09/2018,21/09/2018,27/09/2018,Sep-18,Sep-18,,"MW417R000743-AYCA-4K6VYT-2JNB-20-30 Twynam St, Jindabyne",Jindabyne,"$1,942.23","$1,545.48","$3,487.71"," $	3,836.48 ",,,$0.00,"$3,487.71",100%,Ertan Cicek,Direct Award,20/07/2018,,03/11/2018,106d
A417 New Devs,NBN FttC Drops,Sth Coast,Rob Panovski,Inv 14544,14/12/2018,31/10/2018,31/10/2018,14/11/2018,23/11/2018,14/11/2018,14/12/2018,Oct-18,Dec-18,,MW417R001125-2BMG-20-STELLAR NPDL Bermagui,Bermigui,"$16,521.40","$103,826.76","$120,348.16"," $	132,382.98 ","$79,409.25",,"$79,409.25","$40,938.91",34%,Kirsty Doyle,Direct Award,,,,
A417 New Devs,NBN FttC Drops,Sth Coast,Rob Panovski,Inv 14052,22/08/2018,20/08/2018,20/08/2018,,,,23/08/2018,Aug-18,Aug-18,,MW417R001125-2BMG-20-STELLAR NPDL Bermagui,Bermigui,"$7,080.60",,"$7,080.60"," $	7,788.66 ",,,$0.00,"$7,080.60",100%,Kirsty Doyle,Direct Award,,,,
A417 New Devs,A417 Greenfield MDU,Sydney West,Dane Harrington,,,,30/12/2019,,,,,Dec-19,Jan-00,,"MW417R000713-AYCA-4LT337-2WET-23-457-463 Victoria Street, Wetherill ",Wetherill Park,"$5,138.95",,"$5,138.95"," $	5,652.85 ",,,$0.00,"$5,138.95",100%,Ertan Cicek,Direct Award,20/07/2018,,17/10/2018,89d
A417 RFQ,A417 RFQ New Devs,Nth Coast,Mickey Tran,Inv 14216,09/10/2018,12/09/2018,12/09/2018,,,26/09/2018,09/10/2018,Sep-18,Oct-18,,"MW417R000595 - 2PTM-09 - AYCA-4OQ160 - 2PTM-09 - 3 Ocean Ridge Terrace, Port Macquarie ",Port Macquarie,"$12,541.16",,"$12,541.16"," $	13,795.28 ","$4,994.35","$1,160.00","$6,154.35","$6,386.81",51%,Mark Leal,16/07/2018,23/07/2018,7d,08/08/2018,16d
A417 New Devs,A417 HFC DFN,Sydney,Mickey Tran,Inv 14579,02/01/2019,19/10/2018,19/10/2018,24/10/2018,10/12/2018,02/11/2018,03/01/2019,Oct-18,Jan-19,,"MW417R000157-AYCA-4A46K7-2PAR-63-208-210 Great Western Hwy, Westmead DFN Design & Construct",Westmead,"$25,044.57","$53,952.11","$78,996.68"," $	86,896.34 ","$48,798.20","$6,825.16","$55,623.36","$23,373.31",30%,Mark Leal,Direct Award,08/06/2018,,31/08/2018,84d
A417 New Devs,A417 Greenfield MDU,ACT,Marshell Antonio,Inv 14208,26/09/2018,07/09/2018,07/09/2018,07/09/2018,13/09/2018,21/09/2018,27/09/2018,Sep-18,Sep-18,,"MW417R000756-AYCA-593AE3-9QBN-03-12 Uriarra Rd, Queanbeyan",Queanbeyan,"$3,146.07","$7,941.28","$11,087.35"," $	12,196.09 ",,,$0.00,"$11,087.35",100%,Mark Leal,Direct Award,23/07/2018,,01/11/2018,101d
A417 New Devs,A417 Greenfield MDU,Sydney,Mickey Tran,Inv 14264,15/10/2018,07/09/2018,07/09/2018,,,05/10/2018,19/10/2018,Sep-18,Oct-18,,"MW417R000741-AYCA-4BC75L-2BLK-11-Fairwater Boulevard, Blacktown",Blacktown,$901.08,,$901.08, $	991.19 ,,$178.62,$178.62,$722.46,80%,Mark Leal,Direct Award,23/07/2018,,08/10/2018,77d
