Customer,Contract ,Item Code,Item Name,Unit of Measure (UoM),Rate
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-01,Installation of Fibre Collector Distributor (FCD) or Fibre Distribution Terminal (FDT) or Cable Transition Location (CTL) within buildings,"Each FCD, FDT or CTL", $	109.72 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-01-AH,Installation of Fibre Collector Distributor (FCD) or Fibre Distribution Terminal (FDT) or Cable Transition Location (CTL) within buildings outside working hours,"Each FCD, FDT or CTL", $	165.00 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-02,Installation of Premises Distribution Hub (PDH) ,Each PDH, $	151.00 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-02-AH,Installation of Premises Distribution Hub (PDH) outside working hours,Each PDH, $	295.00 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-03,Installation of Internal Connection Device (ICD) or Premises Connection Device (PCD),Each ICD or PCD, $	32.00 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-03-AH,Installation of Internal Connection Device (ICD) or Premises Connection Device (PCD) outside working hours,Each ICD or PCD, $	48.00 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-04,Installation of a fibre wall outlet,Per outlet, $	11.48 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-04-AH,Installation of a fibre wall outlet outside working hours,Per outlet, $	43.00 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-06,Installation of apartment amplifier in buildings,Per amplifier, $	48.74 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-07,Installation of MDU security enclosure,Per MDU security enclosure, $	57.95 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-08,Installation of tap in buildings,Per tap, $	44.65 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-09,Installation of directional coupler or splitter in buildings,Per directional coupler or splitter, $	78.36 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-10,Extra over rate for the Installation of an isolator in buildings,Per Isolator, $	37.10 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-11,Replacement of tap in buildings ,Per Tap, $	44.65 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-12,Replacement of tap faceplate in buildings,Per face plate, $	43.30 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-13,"Removal of tap, isolator, directional coupler or splitter in buildings only",Per device , $	42.70 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-14,Removal of an apartment amplifier in buildings,per device , $	52.40 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-15,Installation of Building Fibre Distributor (BUDI),Each BFD, $	133.68 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-15-AH,Installation of Building Fibre Distributor (BUDI) outside working hours,Each BFD, $	172.93 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-16,Installation of Splitter Distribution Terminal (SDT),Each SDT, $	30.31 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-16-AH,Installation of Splitter Distribution Terminal (SDT) outside working hours,Each SDT, $	43.97 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-17,Installation of additional NG4 tray,per device , $	10.06 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-18,Installation of additional OCM-6 module,per device , $	17.61 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-19,Installation of additional PCD splice tray,per device , $	10.06 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-07-20,"Removal of an Internal Connection Device (ICD) or Premise Connection Device (PCD), including isolator and link cable",Each ICD or PCD, $	12.21 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-08-01,Provide a wall penetration in brick or concrete wall only,Each wall penetration, $	61.00 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-08-01-AH,Provide a wall penetration in brick or concrete wall only outside working hours,Each wall penetration, $	115.00 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-08-02,Provide a wall penetration in a plasterboard wall only,Each wall penetration, $	25.50 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-08-02-AH,Provide a wall penetration in a plasterboard wall only outside working hours,Each wall penetration, $	33.50 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-08-03,Provide a floor penetration above 50mm diameter,Each floor penetration, $	134.00 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-08-03-AH,Provide a floor penetration above 50mm diameter outside working hours,Each floor penetration, $	172.50 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-08-04,Provide a floor penetration up to and including 50mm diameter,Each floor penetration, $	106.60 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-08-04-AH,Provide a floor penetration up to and including 50mm diameter outside working hours,Each floor penetration, $	137.50 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-08-05,Supply and installation of appropriate fire stopping method as required,Per Penetration, $	14.01 
Broadspectrum,Broadspectrum - DCSA,ON-MD-01-08-05-AH,Supply and installation of appropriate fire stopping method as required outside working hours,Per Penetration, $	20.50 
Broadspectrum,Broadspectrum - DCSA,ON-MD-02-01-01,Installation of a single service drop sheath (SDS) on a single span to a multi dwelling unit,Per aerial service drop, $	130.00 
Broadspectrum,Broadspectrum - DCSA,ON-MD-02-01-02,Extra over rate for additional spans for an aerial service drop to a multi dwelling unit,Each additional Span, $	52.67 
Broadspectrum,Broadspectrum - DCSA,ON-MD-02-01-03,Extra over rate for supply and installation of an raiser pole on a building.,Each raiser pole installed, $	40.00 
Broadspectrum,Broadspectrum - DCSA,ON-MD-02-01-04,Installation of service drop sheath underground to a multi dwelling unit,Per service drop, $	105.06 
Broadspectrum,Broadspectrum - DCSA,ON-MD-02-01-05,Installation of direct service drop sheath underground to a multi dwelling unit,Per direct service drop, $	96.90 
Broadspectrum,Broadspectrum - DCSA,ON-MD-02-01-10,Extend a developer supplied MDU lead-in starter pipe to the nominated network pit,Per Starter Pipe, $	283.44 
Broadspectrum,Broadspectrum - DCSA,ON-MD-02-02-01,Replace existing copper aerial lead-in with new copper aerial lead-in to a multi dwelling unit,Per existing copper aerial lead-in replaced. Per Span, $	126.77 
Broadspectrum,Broadspectrum - DCSA,ON-MD-02-02-02,Installation of aerial copper service drop to a multi dwelling unit,Per aerial copper service drop, $	112.42 
Broadspectrum,Broadspectrum - DCSA,ON-MD-02-02-03,Installation of non-aerial copper service drop to a multi dwelling unit upto 80m,Per non-aerial copper service drop, $	101.92 
Broadspectrum,Broadspectrum - DCSA,ON-MD-02-02-04,Extra over rate for Installation of non-aerial copper service drop to a multi dwelling unit greater than 80m,Per linear metre, $	2.40 
Broadspectrum,Broadspectrum - DCSA,ON-MD-02-03-01,Installation of a coaxial drop cable on a single span to a multi dwelling unit,Per aerial service drop, $	93.75 
Broadspectrum,Broadspectrum - DCSA,ON-MD-02-03-02,Extra over rate for installation of a new coaxial drop cable in-span to a multi dwelling unit,Per in-span Drop, $	31.05 
Broadspectrum,Broadspectrum - DCSA,ON-MD-02-03-03,Extra over rate for additional spans for a aerial coaxial service drop to a multi dwelling unit,Each additional Span, $	56.53 
Broadspectrum,Broadspectrum - DCSA,ON-MD-02-03-04,Installation of non-aerial coaxial service drop to a multi dwelling unit,Per coaxial service drop, $	69.96 
Broadspectrum,Broadspectrum - DCSA,ON-MD-02-03-05,Extra over for supply and Installation of rooftop raiser on a building,Per raiser pole installed, $	27.95 
Broadspectrum,Broadspectrum - DCSA,ON-PS-01-01-07a,Traffic Controller: Mon-Fri first 8 hours (0600-1800),Per Hour, $	34.50 
Broadspectrum,Broadspectrum - DCSA,ON-PS-01-01-07B,Traffic Controller: Mon-Fri > 8 hours (0600-1800),Per Hour, $	52.76 
Broadspectrum,Broadspectrum - DCSA,ON-PS-01-01-07C,Traffic Controller Out of hours: Mon-Thurs first 8 hours (1800-0600),Per Hour, $	44.20 
Broadspectrum,Broadspectrum - DCSA,ON-PS-01-01-07D,Traffic Controller Out of hours: Mon-Thurs >8 hours (1800-0600),Per Hour, $	61.10 
Broadspectrum,Broadspectrum - DCSA,ON-PS-01-01-07E,Traffic Controller Weekend: Fri 1800-Mon 0600,Per Hour, $	61.10 
Broadspectrum,Broadspectrum - DCSA,ON-PS-01-01-07F,Traffic Controller out of hours: Public Holiday (0000 - 0000),Per Hour, $	75.54 
Broadspectrum,Broadspectrum - DCSA,ON-PS-01-01-07G,"Light Vehicle- including all static signage, cones, bollards, hand tools, etc",Per Hour, $	11.25 
Broadspectrum,Broadspectrum - DCSA,ON-PS-01-01-07H,Establishment Fee (up to 50km from depot),Per Shift, $	25.00 
Broadspectrum,Broadspectrum - DCSA,ON-PS-01-01-07I,Meal Allowance (after 9.5 hours on site),Per Shift, $	18.50 
Broadspectrum,Broadspectrum - DCSA,ON-PS-01-01-07J,C Class Flashing Arrow,Each, $	60.00 
Broadspectrum,Broadspectrum - DCSA,ON-PS-01-01-07L,Traffic Control Plan (including submission of ROL to RMS),Each, $	50.00 
Broadspectrum,Broadspectrum - DCSA,ON-PS-01-01-08,Local Authority Charges,Amount of the fee,
Broadspectrum,Broadspectrum - DCSA,ON-PS-01-01-09,Council breakout and reinstatement,Amount of the fee,
Broadspectrum,Broadspectrum - DCSA,ON-PS-01-01-11,Aerial pole replacement,Amount of the fee,
Broadspectrum,Broadspectrum - DCSA,ON-PS-01-01-12,Third party aerial design management fees,Amount of the fee,
Broadspectrum,Broadspectrum - DCSA,ON-PS-01-01-13,Supply and install electricity connection as per design,Amount of the fee,
Broadspectrum,Broadspectrum - DCSA,ON-SD-01-01-01,"Extra over rate for the supply and install of new lead-in pipe, minimum charge 6 metres route length, by any means",Per linear metre, $	33.25 
Broadspectrum,Broadspectrum - DCSA,ON-SD-01-01-02,Extra over rate for supply and installation of an raiser pole on a building.,Per Pole Riser, $	35.00 
Broadspectrum,Broadspectrum - DCSA,ON-SD-01-01-03,Supply and install of Y connectors ,Per Y connector , $	105.00 
Broadspectrum,Broadspectrum - DCSA,ON-SD-01-01-04,Supply and install new lead-in starter pipe,Per Starter Pipe, $	170.00 
Broadspectrum,Broadspectrum - DCSA,ON-SD-01-01-05,Extra over rate for the supply and install of new lead-in starter pipe greater than 2 meters in length,Per linear metre, $	40.00 
Broadspectrum,Broadspectrum - DCSA,ON-SD-01-02-01,Extra over rate to repair lead-in conduit,Per repaired lead-in conduit, $	70.00 
Broadspectrum,Broadspectrum - DCSA,ON-SD-02-01-01,Installation of a single service drop sheath on a single span to a single dwelling unit,Per aerial service drop, $	105.44 
Broadspectrum,Broadspectrum - DCSA,ON-SD-02-01-02,Extra over rate for additional spans for an aerial service drop to a single dwelling unit,Each additional Span, $	29.92 
Broadspectrum,Broadspectrum - DCSA,ON-SD-02-01-03,Installation of service drop sheath underground to a single dwelling unit,Per service drop, $	76.50 
Broadspectrum,Broadspectrum - DCSA,ON-SD-02-01-04,Installation of direct service drop sheath underground to a single dwelling unit,Per direct service drop, $	96.90 
Broadspectrum,Broadspectrum - DCSA,ON-SD-02-02-01,Replace existing copper aerial lead-in with new copper aerial lead-in to a single dwelling unit,Per existing copper aerial lead-in replaced. Per Span, $	110.24 
Broadspectrum,Broadspectrum - DCSA,ON-SD-02-02-02,Installation of aerial copper service drop to a single dwelling unit,Per aerial copper service drop, $	97.76 
Broadspectrum,Broadspectrum - DCSA,ON-SD-02-02-03,Installation of non-aerial copper service drop to a single dwelling unit,Per non-aerial copper service drop, $	66.89 
Broadspectrum,Broadspectrum - DCSA,ON-SD-02-02-04,Extra over rate for installation of a new copper drop cable in-span to a single dwelling unit,Per in-span Drop, $	30.11 
Broadspectrum,Broadspectrum - DCSA,ON-SD-02-03-01,Installation of a coaxial drop cable on a single span to a single dwelling unit,Per aerial service drop, $	123.66 
Broadspectrum,Broadspectrum - DCSA,ON-SD-02-03-02,Extra over rate for installation of a new coaxial drop cable in-span to a single dwelling unit,Per in-span Drop, $	34.00 
Broadspectrum,Broadspectrum - DCSA,ON-SD-02-03-03,Extra over rate for additional spans for a aerial coaxial service drop to a single dwelling unit,Each additional Span, $	62.50 
Broadspectrum,Broadspectrum - DCSA,ON-SD-02-03-04,Installation of non-aerial coaxial service drop to a single dwelling unit,Per coaxial service drop, $	112.68 
Broadspectrum,Broadspectrum - DCSA,ON-TB-01-03-01,Electrician (inclusive plant and equipment),Per hour, $	72.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-01-03-01-AH,Electrician (inclusive plant and equipment) – outside working hours,Per hour, $	105.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-01-03-02,Fibre Technician (inclusive plant and equipment),Per hour, $	65.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-01-03-02-AH,Fibre Technician (inclusive plant and equipment) – outside working hours,Per hour, $	92.55 
Broadspectrum,Broadspectrum - DCSA,ON-TB-01-03-03,Labourer,Per hour, $	43.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-01-03-03-AH,Labourer - outside working hours,Per hour, $	64.50 
Broadspectrum,Broadspectrum - DCSA,ON-TB-01-03-04,Plant Operator,Per hour, $	44.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-01-03-04-AH,Plant Operator – outside working hours,Per hour, $	65.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-01-03-05,Advanced pole inspector (inclusive plant and equipment) ,Per hour, $	43.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-01-03-05-AH,Advanced pole inspector (inclusive plant and equipment)  - outside working hours,Per hour, $	92.70 
Broadspectrum,Broadspectrum - DCSA,ON-TB-01-03-06,Telecommunication Technician (inclusive plant and equipment) ,Per hour, $	63.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-01-03-06-AH,Telecommunication Technician (inclusive plant and equipment) - outside working hours,Per hour, $	95.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-01-03-08,Copper Technician (inclusive plant and equipment) ,Per hour, $	65.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-01-03-08-AH,Copper Technician (inclusive plant and equipment) – outside working hours,Per hour, $	95.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-02-02-01,Provision of float charges for the movement of large plant and equipment between work sites,Per km, $	1.45 
Broadspectrum,Broadspectrum - DCSA,ON-TB-02-02-02,Single-axle tipper truck 5 tonne load,Per Day, $	61.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-02-02-03,EWP truck mounted up to 12m,Per Day, $	123.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-02-02-04,Fully equipped vehicle for electrical technician,Per Day, $	75.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-02-02-05,Fully equipped vehicle for fibre technician,Per Day, $	65.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-02-02-06,Bobcat with 4-in-1 bucket,Per Day, $	68.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-02-02-07,"Backhoe, JCB3CX or equivalent",Per Day, $	88.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-02-02-08,Excavators up to 10 tonnes,Per Day, $	82.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-02-02-09,Excavators 10 to 15 tonnes,Per Day, $	110.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-02-02-10,Excavators up to 10 tonnes fitted with rock breaker,Per Day, $	150.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-02-02-11,Double-axle tipper truck 9 tonne load,Per Day, $	85.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-02-02-12,Dozer (306 - 400 kw),Per Day, $	180.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-02-02-13,Scissor Lift,Per Day, $	254.00 
Broadspectrum,Broadspectrum - DCSA,ON-TB-02-02-14,Vac Truck,Per Day, $	190.00 
