Job No.,Job Name,ID No.,Type of Cost,Cost Code,Project Cost,Date,Month Incurred Credit or Debit,Memo,Debit,Project Revenue,Credit,Sydney Staff & Wagga staff,Cost breakup,,,,,,,
INV,NBN Sydney,00085406,Overhead,Overhead,Overhead,7/13/17,Jul-17,"Tranquil Natural Spring Water - 15litre spring water bottles, delivered on 12/07/17",$10.50,,,,,,,,,,,
INV,NBN Sydney,2530105,Overhead,Overhead,Overhead,7/6/17,Jul-17,Eureka Operations - Coles Express - Diesel 106.66L @ $1.369   GC,$132.75,,,,,,,,,,,
INV,NBN Sydney,2444346,Overhead,Overhead,Overhead,7/19/17,Jul-17,7 Eleven Minchinbury - Diesel 160.30L @ $1.239  GC,$180.55,,,,,,,,,,,
INV,VPL Sydney,00485752,DJC,Visionstream DJC Internals,VPL - FttB Build 2DAL-23 & 24,7/3/17,Jul-17,United Wagga Wagga - Diesel 55.13L @ $1.229   Alex C,$61.59,,,,,,,,,,,
INV,NBN Sydney,197387,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20613 - AYCA-3CGK8N - Tulkaba View – 1,7/4/17,Jul-17,BP Smeaton Grange - ULP 45.83L @ $1.349 GB,$56.20,,,,,,,,,,,
INV,NBN Sydney,5357/34 04,DJC,NBN A401 Minor Works DJC Internals,NBN Minor Works - MW20764 - 2BLK-12-07 - Lot 21 Western MTQY,7/8/17,Jul-17,Metro Haberfield - Premium ULP 50.36L @ $1.299 GB,$59.46,,,,,,,,,,,
INV,NBN Sydney,3202080,DJC,NBN A401 New Devs Internals,"NBN New Devs - MW20441 - AYCA-3KSRGR - Norberta St, The Entrance",7/12/17,Jul-17,7 Eleven The Entrance - ULP 46.78L @ $1.179  GB,$50.15,,,,,,,,,,,
INV,NBN Sydney,1706376,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20729 - COR-04 - AYCA-4D6AY6 - 94 POPES RD,7/17/17,Jul-17,7 Eleven Croydon Park - Premium ULP 49.24L @ $1.379  GB,$61.74,,,,,,,,,,,
INV,NBN Sydney,001/2521,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20585 - AYCA-3KUUY6 - 2WOY-09 - Brittwood,7/19/17,Jul-17,Woolworths Petrol - Vortex ULP 39.16L @ $1.199  GB,$42.68,,,,,,,,,,,
INV,NBN Sydney,1611928,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20758 - 2BAN-64 - AYCA-3ETV2Y - 21-25 Leonard Street,7/25/17,Jul-17,7 Eleven Drummoyne - E10 ULP 52.24L @ $1.177  GB,$55.90,,,,,,,,,,,
INV,NBN Sydney,352610,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20797 - 2RYD-03 - AYCA-1SUDYS – 15 Porter St Ryde - La Pearl,7/28/17,Jul-17,BP Smeaton Grange - ULP 47.81L @ $1.369  GB,$59.51,,,,,,,,,,,
INV,NBN Sydney,00025985,Overhead,Overhead Vehicles,Vehicles,7/1/17,Jul-17,Transport Repair Services Pty Ltd - Enviro,$12.00,,,,,,,,,,,
INV,NBN Sydney,00025985,Overhead,Overhead Vehicles,Vehicles,7/1/17,Jul-17,Transport Repair Services Pty Ltd - Labour,$255.00,,,,,,,,,,,
INV,NBN Sydney,00025985,Overhead,Overhead Vehicles,Vehicles,7/1/17,Jul-17,Transport Repair Services Pty Ltd - Fuel Filter,$18.00,,,,,,,,,,,
INV,NBN Sydney,00025985,Overhead,Overhead Vehicles,Vehicles,7/1/17,Jul-17,Transport Repair Services Pty Ltd - Air Element,$56.00,,,,,,,,,,,
INV,NBN Sydney,00025985,Overhead,Overhead Vehicles,Vehicles,7/1/17,Jul-17,Transport Repair Services Pty Ltd - Oil Filter,$34.00,,,,,,,,,,,
INV,NBN Sydney,170704 16:59,DJC,NBN A401 Minor Works DJC Internals,"NBN Minor Works - MW20718 - 2LJT-04-07-08 Unit 2, 234 The Entrance Road",7/4/17,Jul-17,BP Connect Kellyville - Diesel 84.03L @ $1.309,$100.00,,,,,,,,,,,
INV,NBN Sydney,894640,DJC,NBN A401 Minor Works DJC Internals,NBN Minor Works - MW20764 - 2BLK-12-07 - Lot 21 Western MTQY,7/6/17,Jul-17,BP Chipping Norton - Diesel 76.38L @ $1.139,$79.09,,,,,,,,,,,
INV,VPL Sydney,20666,DJC,Visionstream DJC Internals,VPL - FttB Re Design 2DAL-26,7/14/17,Jul-17,Caltex Yass - Diesel 90.60L @ $1.243,$102.38,,,,,,,,,,,
INV,VPL Sydney,9625/33 01,DJC,Visionstream DJC Internals,VPL - FttB Re Design 2DAL-26,7/18/17,Jul-17,Metro Petroleum Boorowa - Diesel 83.51L @ $1.199,$91.03,,,,,,,,,,,
INV,NBN Sydney,7016/00109534,Overhead,Overhead Vehicles,Vehicles,7/19/17,Jul-17,Bunnings Warehouse - Washer Mudguard ZP Zenith snpk 3/8 pk10 EBP1010,$6.42,,,,,,,,,,,
INV,NBN Sydney,7016/00109534,Overhead,Overhead Vehicles,Vehicles,7/19/17,Jul-17,Bunnings Warehouse - Washer Square Galv Romak M10 50x50x3 each FST083,$5.56,,,,,,,,,,,
INV,NBN Sydney,7016/00109534,Overhead,Overhead Vehicles,Vehicles,7/19/17,Jul-17,Bunnings Warehouse - Wipes Cleaning Mr Clean 200pk Handy Wipes Roll PB276,$9.50,,,,,,,,,,,
INV,NBN Sydney,7016/00109534,Overhead,Overhead Vehicles,Vehicles,7/19/17,Jul-17,Bunnings Warehouse - Washer Spring ZP Zenith SNPK 3/8 pk30 EBN1010,$3.37,,,,,,,,,,,
INV,NBN Sydney,7016/00109534,Overhead,Overhead Vehicles,Vehicles,7/19/17,Jul-17,Bunnings Warehouse - Wahers Hi Tensile 3/8 - 10mm pk30,$3.58,,,,,,,,,,,
INV,NBN Sydney,7016/00109534,Overhead,Overhead Vehicles,Vehicles,7/19/17,Jul-17,Bunnings Warehouse - Bolts & Nuts HX Hi Tensile 10x35mm YZ GD8.8 pk4,$16.84,,,,,,,,,,,
INV,NBN Sydney,410302,DJC,NBN A401 Minor Works DJC Internals,NBN Minor Works - MW20764 - 2BLK-12-07 - Lot 21 Western MTQY,7/24/17,Jul-17,BP Connect Minchinbury - Diesel 96.08L @ $1.249,$109.09,,,,,,,,,,,
INV,NBN Sydney,3713242369-0,Overhead,Overhead Vehicles,Vehicles,7/25/17,Jul-17,Allianz - MCIS Levies ,$88.70,,,,,,,,,,,
INV,NBN Sydney,3713242369-0,Overhead,Overhead Vehicles,Vehicles,7/25/17,Jul-17,Allianz - Premium,$394.77,,,,,,,,,,,
INV,NBN Sydney,1577/34 02,Overhead,Overhead,Overhead,7/7/17,Jul-17,Speedway Liverpool - Diesel 47.60L @ $1.099,$47.55,,,,,,,,,,,
INV,NBN Sydney,48973,Overhead,Overhead,Overhead,7/18/17,Jul-17,Caltex Coolongolook - Vortex Diesel 59.22L @ $1.269,$68.32,,,,,,,,,,,
INV,NBN Sydney,2450160,Overhead,Overhead,Overhead,7/24/17,Jul-17,7 Eleven Minchinbury - Diesel 64.37L @ $1.239,$72.50,,,,,,,,,,,
INV,NBN Sydney,0155/01 05,Overhead,Overhead,Overhead,7/31/17,Jul-17,BP Mays Hill - Diesel 58.64L @ $1.279,$68.18,,,,,,,,,,,
INV,VPL Sydney,16616,DJC,Visionstream DJC Internals,VPL - FttB Build 2DAL-23 & 24,7/7/17,Jul-17,"Caltex Yass - LPG 53.93L @ $0.749, Falcon Wagon",$36.73,,,,,,,,,,,
INV,VPL Sydney,4078222,DJC,Visionstream DJC Internals,VPL - FttB Build 2DAL-23 & 24,7/7/17,Jul-17,"7 Eleven Kings Park - LPG 61.10L @ $0.649, Falcon Wagon",$36.05,,,,,,,,,,,
INV,NBN Sydney,002/6558,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20786 - 2LIV-03 - AYCA-47DIBW - Dale Development,7/10/17,Jul-17,"Woolworths Petrol - Diesel 46.98L @ $1.215, Brendan",$51.89,,,,,,,,,,,
INV,NBN Sydney,23730825,DJC,NBN A401 New Devs Internals,"NBN New Devs - MW20441 - AYCA-3KSRGR - Norberta St, The Entrance",7/13/17,Jul-17,"7 Eleven Minchinbury - Diesel 47.03L @ $1.249,  Brendan",$53.40,,,,,,,,,,,
INV,NBN Sydney,2442791,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20644 - AYCA-35B3X9 -  Renocorp Australia Pty Ltd ,7/18/17,Jul-17,"7 Eleven Minchinbury - Diesel 50.49L @ $1.249,  Brendan",$57.33,,,,,,,,,,,
INV,NBN Sydney,1206106,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20585 - AYCA-3KUUY6 - 2WOY-09 - Brittwood,7/21/17,Jul-17,"7 Eleven Eastern Creek - Diesel 53.58L @ $1.239,  Brendan",$60.35,,,,,,,,,,,
INV,NBN Sydney,46,Overhead,Overhead Vehicles,Vehicles,7/26/17,Jul-17,Autobarn Campbelltown - RB1650B Cross Bar 1650mm Black Commercial,$183.64,,,,,,,,,,,
INV,NBN Sydney,46,Overhead,Overhead Vehicles,Vehicles,7/26/17,Jul-17,Autobarn Campbelltown - RL210S10 Leg Bracket 210mm Strap no 10,$218.18,,,,,,,,,,,
INV,NBN Sydney,1472873,DJC,NBN A417 MDU DJC Internals,New Devs - MW21024 - AYCA-4JN54Z - 2NRN-05 - Elderslie,7/27/17,Jul-17,Eureka Operations - Coles Express - Diesel 55.12L @ $1.339,$67.09,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20649 - 2RCH-03 - AYCA-2MLHJO - Macquarie Street Subdivision - South Windsor,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - TEST EQUIPMENT MONTHLY RENTAL,$47.47,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20613 - AYCA-3CGK8N - Tulkaba View – 1,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - TEST EQUIPMENT MONTHLY RENTAL,$47.47,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20720 - AYCA-4BHWVV - Argyle Community Housing,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - TEST EQUIPMENT MONTHLY RENTAL,$47.47,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 Minor Works DJC Internals,"NBN Minor Works - MW20718 - 2LJT-04-07-08 Unit 2, 234 The Entrance Road",7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - TEST EQUIPMENT MONTHLY RENTAL,$47.47,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 Minor Works DJC Internals,NBN Minor Works - MW20764 - 2BLK-12-07 - Lot 21 Western MTQY,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - TEST EQUIPMENT MONTHLY RENTAL,$47.47,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs -  MW20877 - AYCA-4992YE - 2RIV-02 - 34-36 Schofields - North Park  - 9,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - TEST EQUIPMENT MONTHLY RENTAL,$47.47,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20817 - 2LIV-12_2QUA_02_2PTH-02 - Glenfield_Margo_Jamison,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - TEST EQUIPMENT MONTHLY RENTAL,$47.47,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20898 - 2MIL-01 - AYCA-45L86C  -NSB - Zulu Road – Build,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - TEST EQUIPMENT MONTHLY RENTAL,$47.47,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20786 - 2LIV-03 - AYCA-47DIBW - Dale Development,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - TEST EQUIPMENT MONTHLY RENTAL,$47.47,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20644 - AYCA-35B3X9 -  Renocorp Australia Pty Ltd ,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - TEST EQUIPMENT MONTHLY RENTAL,$47.47,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 New Devs Internals,"NBN New Devs - MW20441 - AYCA-3KSRGR - Norberta St, The Entrance",7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - TEST EQUIPMENT MONTHLY RENTAL,$47.47,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20729 - COR-04 - AYCA-4D6AY6 - 94 POPES RD,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - TEST EQUIPMENT MONTHLY RENTAL,$47.47,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20758 - 2BAN-64 - AYCA-3ETV2Y - 21-25 Leonard Street,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - TEST EQUIPMENT MONTHLY RENTAL,$47.47,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20758 - 2BAN-64 - AYCA-3ETV2Y - 21-25 Leonard Street,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - TEST EQUIPMENT MONTHLY RENTAL,$47.47,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20876 - 2RIV-02 -AYCA-499AY5 - 34-36 Schofields - North Park - 10,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - TEST EQUIPMENT MONTHLY RENTAL,$47.47,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20585 - AYCA-3KUUY6 - 2WOY-09 - Brittwood,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - TEST EQUIPMENT MONTHLY RENTAL,$47.47,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN new Devs - MW20882 - 2BLK-07 - AYCA-468EU5 - 299 Flushcombe - 1,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - TEST EQUIPMENT MONTHLY RENTAL,$47.47,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20797 - 2RYD-03 - AYCA-1SUDYS – 15 Porter St Ryde - La Pearl,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - TEST EQUIPMENT MONTHLY RENTAL,$47.47,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20620 - 2EPP-05 - AYCA-3071BP - Macquarie Park Village,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - TEST EQUIPMENT MONTHLY RENTAL,$47.47,,,,,,,,,,,
MJ,NBN Sydney,#35959,Overhead,Overhead,Overhead,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - Forklift,$487.00,,,,,,,,,,,
MJ,NBN Sydney,#35959,Overhead,Overhead,Overhead,7/1/17,Jul-17,"SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - CHV14B -HILUX MONTHLY RENTAL - BUILT 06/13, TOYOTA HILUX, KUN26R MY12 SR DOUBLE CAB, UTILITY DUAL CAB, MANUAL, 3.0 LTR 4 CYL, DIESEL, DIRECT INJECTION TURBO INTERCOOLED, WHITE, REGO CHV14B NSW, ENG NO. 1KDA212793, VIN ",$833.00,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20649 - 2RCH-03 - AYCA-2MLHJO - Macquarie Street Subdivision - South Windsor,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - BU59MS -HIACE RENTAL -  Greg,$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20613 - AYCA-3CGK8N - Tulkaba View – 1,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - BU59MS -HIACE RENTAL -  Greg,$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20720 - AYCA-4BHWVV - Argyle Community Housing,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - BU59MS -HIACE RENTAL -  Greg,$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 Minor Works DJC Internals,"NBN Minor Works - MW20718 - 2LJT-04-07-08 Unit 2, 234 The Entrance Road",7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - BU59MS -HIACE RENTAL -  Greg,$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 Minor Works DJC Internals,NBN Minor Works - MW20764 - 2BLK-12-07 - Lot 21 Western MTQY,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - BU59MS -HIACE RENTAL -  Greg,$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs -  MW20877 - AYCA-4992YE - 2RIV-02 - 34-36 Schofields - North Park  - 9,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - BU59MS -HIACE RENTAL -  Greg,$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20817 - 2LIV-12_2QUA_02_2PTH-02 - Glenfield_Margo_Jamison,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - BU59MS -HIACE RENTAL -  Greg,$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20898 - 2MIL-01 - AYCA-45L86C  -NSB - Zulu Road – Build,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - BU59MS -HIACE RENTAL -  Greg,$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20786 - 2LIV-03 - AYCA-47DIBW - Dale Development,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - BU59MS -HIACE RENTAL -  Greg,$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20644 - AYCA-35B3X9 -  Renocorp Australia Pty Ltd ,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - BU59MS -HIACE RENTAL -  Greg,$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 New Devs Internals,"NBN New Devs - MW20441 - AYCA-3KSRGR - Norberta St, The Entrance",7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - BU59MS -HIACE RENTAL -  Greg,$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20729 - COR-04 - AYCA-4D6AY6 - 94 POPES RD,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - BU59MS -HIACE RENTAL -  Greg,$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20758 - 2BAN-64 - AYCA-3ETV2Y - 21-25 Leonard Street,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - BU59MS -HIACE RENTAL -  Greg,$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20758 - 2BAN-64 - AYCA-3ETV2Y - 21-25 Leonard Street,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - BU59MS -HIACE RENTAL -  Greg,$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20876 - 2RIV-02 -AYCA-499AY5 - 34-36 Schofields - North Park - 10,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - BU59MS -HIACE RENTAL -  Greg,$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20585 - AYCA-3KUUY6 - 2WOY-09 - Brittwood,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - BU59MS -HIACE RENTAL -  Greg,$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN new Devs - MW20882 - 2BLK-07 - AYCA-468EU5 - 299 Flushcombe - 1,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - BU59MS -HIACE RENTAL -  Greg,$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20797 - 2RYD-03 - AYCA-1SUDYS – 15 Porter St Ryde - La Pearl,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - BU59MS -HIACE RENTAL -  Greg,$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20620 - 2EPP-05 - AYCA-3071BP - Macquarie Park Village,7/1/17,Jul-17,SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - BU59MS -HIACE RENTAL -  Greg,$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20649 - 2RCH-03 - AYCA-2MLHJO - Macquarie Street Subdivision - South Windsor,7/1/17,Jul-17,"SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - DMJ74G,  Brendan",$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20613 - AYCA-3CGK8N - Tulkaba View – 1,7/1/17,Jul-17,"SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - DMJ74G,  Brendan",$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20720 - AYCA-4BHWVV - Argyle Community Housing,7/1/17,Jul-17,"SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - DMJ74G,  Brendan",$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 Minor Works DJC Internals,"NBN Minor Works - MW20718 - 2LJT-04-07-08 Unit 2, 234 The Entrance Road",7/1/17,Jul-17,"SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - DMJ74G,  Brendan",$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 Minor Works DJC Internals,NBN Minor Works - MW20764 - 2BLK-12-07 - Lot 21 Western MTQY,7/1/17,Jul-17,"SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - DMJ74G,  Brendan",$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs -  MW20877 - AYCA-4992YE - 2RIV-02 - 34-36 Schofields - North Park  - 9,7/1/17,Jul-17,"SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - DMJ74G,  Brendan",$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20817 - 2LIV-12_2QUA_02_2PTH-02 - Glenfield_Margo_Jamison,7/1/17,Jul-17,"SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - DMJ74G,  Brendan",$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20898 - 2MIL-01 - AYCA-45L86C  -NSB - Zulu Road – Build,7/1/17,Jul-17,"SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - DMJ74G,  Brendan",$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20786 - 2LIV-03 - AYCA-47DIBW - Dale Development,7/1/17,Jul-17,"SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - DMJ74G,  Brendan",$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20644 - AYCA-35B3X9 -  Renocorp Australia Pty Ltd ,7/1/17,Jul-17,"SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - DMJ74G,  Brendan",$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 New Devs Internals,"NBN New Devs - MW20441 - AYCA-3KSRGR - Norberta St, The Entrance",7/1/17,Jul-17,"SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - DMJ74G,  Brendan",$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20729 - COR-04 - AYCA-4D6AY6 - 94 POPES RD,7/1/17,Jul-17,"SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - DMJ74G,  Brendan",$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20758 - 2BAN-64 - AYCA-3ETV2Y - 21-25 Leonard Street,7/1/17,Jul-17,"SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - DMJ74G,  Brendan",$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20758 - 2BAN-64 - AYCA-3ETV2Y - 21-25 Leonard Street,7/1/17,Jul-17,"SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - DMJ74G,  Brendan",$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20876 - 2RIV-02 -AYCA-499AY5 - 34-36 Schofields - North Park - 10,7/1/17,Jul-17,"SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - DMJ74G,  Brendan",$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20585 - AYCA-3KUUY6 - 2WOY-09 - Brittwood,7/1/17,Jul-17,"SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - DMJ74G,  Brendan",$43.84,,,,,,,,,,,
MJ,NBN Sydney,#35959,DJC,NBN A417 MDU DJC Internals,NBN new Devs - MW20882 - 2BLK-07 - AYCA-468EU5 - 299 Flushcombe - 1,7/1/17,Jul-17,"SYDNEY VEHICLE  AND TEST EQUIPMENT RENTAL - DMJ74G,  Brendan",$43.84,,,,,,,,,,,
