Contract,Project Title,Location,,Inv No.,Date Invoice Created,Date Project Completions handed over,PC Request Date Submitted,Variation Request submitted,Variation Approval,PC Due,Payment Date,Month Claimed,Actual Payment Date,maximoOrderNumber,FSAM/MPS,Suburb,Amount,Variation,Total Revenue,GST Inc,DJC Cost,Internat DJC Cost,Total Cost,Margin,%,NBN PO/PM,Project Quote Submitted,Project Award Date,Days to Award,Customer required date,Difference CRD to Award
A417 Greenfield MDU,"MW20765 - 2HOR-63 - AYCA-2ZE1AV - 1 & 1A Cowan Road, Mount Colah - Killara",Sydney,,Inv 12798,09/11/2017,12/09/2017,12/09/2017,12/09/2017,03/10/2017,26/09/2017,23/11/2017,Sep-17,Nov-17,,"MW20765 - 2HOR-63 - AYCA-2ZE1AV - 1 & 1A Cowan Road, Mount Colah - Killara",Hornsby,"$1,984.44","$2,687.91","$4,672.35","$5,139.59",,,$0.00,"$4,672.35",100%,Andrew Partalis,Direct Award,24/05/2017,,,
A401/Minor works,MW20680 - 2BLK-02/07 - MPS-032 & MPS-010,Sydney,,Inv 12268,31/05/2017,31/05/2017,16/05/2017,,,28/06/2017,28/07/2017,May-17,Jul-17,,MW20680 - 2BLK-02/07 - MPS-032 & MPS-010,Blacktown,"$18,758.95",,"$18,758.95","$20,634.85","$1,501.72",,"$1,501.72","$17,257.23",92%,Jay Shrestha,16/05/2017,25/05/2017,9d,16/06/2017,22d
A417 Greenfield MDU,MW20791 - 2RIV-01 - AYCA-3W8B3W - 43 Church St - 1,Sydney,,Inv 12562,07/09/2017,21/07/2017,21/07/2017,09/08/2017,18/08/2017,08/08/2017,12/09/2017,Jul-17,Sep-17,,MW20791 - 2RIV-01 - AYCA-3W8B3W - 43 Church St - 1,Riverstone,$891.60,$601.81,"$1,493.41","$1,642.75",,,$0.00,"$1,493.41",100%,Andrew Mahassy,Direct Award,25/05/2017,,,
A401/Greenfield,"MW20719 - AYCA-3RWSQB - 26 Kalinya Close, Cameron Park – 1",Newcastle,,Inv 12586,18/09/2017,04/07/2017,04/07/2017,,,08/08/2017,21/09/2017,Jul-17,Sep-17,,"MW20719 - AYCA-3RWSQB - 26 Kalinya Close, Cameron Park – 1",Cameron Park,"$3,684.78",,"$3,684.78","$4,053.26",,,$0.00,"$3,684.78",100%,Mark Leal,11/05/2017,29/05/2017,18d,29/05/2017,0ms
A401/Greenfield,MW20720 - AYCA-4BHWVV - Argyle Community Housing - 1,Sth NSW,,Inv 12496,17/08/2017,03/07/2017,03/07/2017,,,08/08/2017,24/08/2017,Jul-17,Aug-17,,MW20720 - AYCA-4BHWVV - Argyle Community Housing - 1,Bowral,"$3,135.04",,"$3,135.04","$3,448.54",,,$0.00,"$3,135.04",100%,Nabel Jaimon,21/05/2017,05/06/2017,15d,31/05/2017,-5d
A417 Greenfield MDU,MW20801 - 2RCH-05- AYCA-35BURW - 503-505 Londonderry Road,Sydney,,Inv 12685,10/10/2017,12/08/2017,14/08/2017,16/08/2017,25/08/2017,08/09/2017,12/10/2017,Aug-17,Oct-17,,MW20801 - 2RCH-05- AYCA-35BURW - 503-505 Londonderry Road,Londonderry,"$1,539.68","$2,526.21","$4,065.89","$4,472.48",,,$0.00,"$4,065.89",100%,Andrew Mahassy,Direct Award,05/06/2017,,,
A417 Greenfield MDU,MW20817 - 2LIV-12 - 2QUA – 02- 2PTH-02 - Glenfield_Margo_Jamison,Sydney,,Inv 12799,13/11/2017,21/09/2017,25/09/2017,27/09/2017,02/10/2017,02/10/2017,16/11/2017,Sep-17,Nov-17,,MW20817 - 2LIV-12 - 2QUA – 02- 2PTH-02 - Glenfield_Margo_Jamison,Various,"$1,876.95","$2,105.28","$3,982.23","$4,380.45",,,$0.00,"$3,982.23",100%,Andrew Mahassy,Direct Award,05/06/2017,,,
A417 Greenfield MDU,MW20688 - AYCA-42LEI4 - MNR Investment Group Pty Ltd - 1,Sydney,,Inv 12639,27/09/2017,21/07/2017,21/07/2017,09/08/2017,31/08/2017,07/09/2017,27/09/2017,Jul-17,Sep-17,,MW20688 - AYCA-42LEI4 - MNR Investment Group Pty Ltd - 1,Lidcombe,"$1,706.42","$2,638.00","$4,344.42","$4,778.86",,,$0.00,"$4,344.42",100%,Mary Angly,Direct Award,06/06/2017,,,
A417 Greenfield MDU,MW20876 - SOPR MWI - 2RIV-02 - 34-36 Schofields - North Park - 10,Sydney,,Inv 12499,17/08/2017,21/07/2017,21/07/2017,10/08/2017,24/08/2017,09/08/2017,14/09/2017,Jul-17,Sep-17,,MW20876 - SOPR MWI - 2RIV-02 - 34-36 Schofields - North Park - 10,Schofields,$815.12,$142.16,$957.28,"$1,053.01",,,$0.00,$957.28,100%,Andrew Mahassy,Direct Award,20/06/2017,,,
A417 Greenfield MDU,MW20877 - 2RIV-02 - 34-36 Schofields - North Park  - 9,Sydney,,Inv 12590,18/09/2017,04/07/2017,04/07/2017,09/08/2017,18/08/2017,04/09/2017,21/09/2017,Jul-17,Sep-17,,MW20877 - 2RIV-02 - 34-36 Schofields - North Park  - 9,Schofields,$124.97,$390.00,$514.97,$566.47,,,$0.00,$514.97,100%,Andrew Mahassy,Direct Award,20/06/2017,,,
A417 Greenfield MDU,MW20882 - 2BLK-07 - AYCA-468EU5 - 299 Flushcombe - 1,Sydney,,Inv 12568,08/09/2017,21/07/2017,21/07/2017,09/08/2017,18/08/2017,08/08/2017,08/09/2017,Jul-17,Sep-17,,MW20882 - 2BLK-07 - AYCA-468EU5 - 299 Flushcombe - 1,Blacktown,$288.08,$692.46,$980.54,"$1,078.59",,,$0.00,$980.54,100%,Andrew Mahassy,Direct Award,16/06/2017,,,
A417 Greenfield MDU,MW20898 - 2MIL-01 -AYCA-45L86C-Non Standard Builds - Zulu Road – Build,Sydney,,Inv 12606,06/09/2017,12/07/2017,03/07/2017,09/08/2017,01/09/2017,08/08/2017,21/09/2017,Jul-17,Sep-17,,MW20898 - 2MIL-01 -AYCA-45L86C-Non Standard Builds - Zulu Road – Build,Edmonton,"$1,026.45",$112.25,"$1,138.70","$1,252.57",,,$0.00,"$1,138.70",100%,Andrew Mahassy,Direct Award,19/06/2017,,,
A417 Greenfield MDU,"MW20897 - AYCA-3UMID0 - 2BLK-01 - 25 ALLAWAH ST, BLACKTOWN",Sydney,,Inv 12744,25/10/2017,01/08/2017,04/08/2017,09/08/2017,15/09/2017,07/09/2017,31/10/2017,Aug-17,Oct-17,,"MW20897 - AYCA-3UMID0 - 2BLK-01 - 25 ALLAWAH ST, BLACKTOWN",Blacktown,$182.87,$375.17,$558.04,$613.84,,,$0.00,$558.04,100%,Mark Leal,Direct Award,20/06/2017,,,
A401/Greenfield,MW20705 - AYCA-3QCL7A - 48 Arnold Avenue Kellyville,Sydney,,Inv 12872,29/11/2017,04/09/2017,04/09/2017,,,18/09/2017,30/11/2017,Sep-17,Nov-17,,MW20705 - AYCA-3QCL7A - 48 Arnold Avenue Kellyville,Kellyville,"$2,090.71",,"$2,090.71","$2,299.78",,,$0.00,"$2,090.71",100%,Dave Yoemans,15/05/2017,16/06/2017,32d,30/07/2017,44d
A417 Greenfield MDU,MW20875 - ACYA-3W8TJD - 31-33 Irelands Road Blacktown,Sydney,,Inv 12686,10/10/2017,13/08/2017,14/08/2017,15/08/2017,01/09/2017,28/08/2017,12/10/2017,Aug-17,Oct-17,,MW20875 - ACYA-3W8TJD - 31-33 Irelands Road Blacktown,Blacktown,$300.05,"$3,632.01","$3,932.06","$4,325.27","$2,573.97",,"$2,573.97","$1,358.09",35%,Andrew Mahassy,Direct Award,28/06/2017,,,
A401/Greenfield,MW20677 - AYCA-3ENYEX - Cleopatra St Blackheath,Sydney,,Inv 12871,29/11/2017,05/10/2017,05/10/2017,16/10/2017,17/11/2017,20/10/2017,05/12/2017,Oct-17,Dec-17,,MW20677 - AYCA-3ENYEX - Cleopatra St Blackheath,Blackheath,"$2,844.81",-$106.50,"$2,738.31","$3,012.14",,,$0.00,"$2,738.31",100%,Mark Leal,11/05/2017,15/05/2017,4d,19/05/2017,4d
A401/Greenfield,MW20730 - AYCA-3ZFK8V - 2NRN-10 - 11-19 Waler,Sydney,,Inv 12572,11/09/2017,10/07/2017,11/07/2017,,,08/08/2017,21/09/2017,Jul-17,Sep-17,,MW20730 - AYCA-3ZFK8V - 2NRN-10 - 11-19 Waler,Narellan,"$12,365.60",,"$12,365.60","$13,602.16",,,$0.00,"$12,365.60",100%,Andrew Partalis,31/05/2017,03/07/2017,33d,09/06/2017,-24d
A417 Greenfield MDU,MW20888 - 2HOR-62 - AYCA-39AB50 -2HOR-62 -JAAN – 1,Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,MW20888 - 2HOR-62 - AYCA-39AB50 -2HOR-62 -JAAN – 1,Asquith,"$1,035.19",,"$1,035.19","$1,138.71","$2,974.72",,"$2,974.72","-$1,939.53",-187%,Andrew Partalis,Direct Award,04/07/2017,,,
A401/Minor works,"MW20812 - 2WLG-01 - 2LIV-04 - Crown, Kembla, Macquarie, George",Sth NSW,,Inv 12934,07/12/2017,10/08/2017,23/10/2017,04/11/2017,24/11/2017,02/11/2017,13/12/2017,Oct-17,Dec-17,,"MW20812 - 2WLG-01 - 2LIV-04 - Crown, Kembla, Macquarie, George",Wollongong / Liverpool,"$10,612.00","$9,213.00","$19,825.00","$21,807.50","$8,083.95",,"$8,083.95","$11,741.05",59%,Milan Khanal,06/06/2017,06/07/2017,30d,30/06/2017,-6d
A401/Minor works,MW20828 - 2WLG-07 - MPS-889 - 438 Crown Street Wollongong.,Sth NSW,,Inv 12687,10/10/2017,07/08/2017,10/08/2017,,,19/09/2017,12/10/2017,Aug-17,Oct-17,,MW20828 - 2WLG-07 - MPS-889 - 438 Crown Street Wollongong.,Wollongong,"$6,272.99",,"$6,272.99","$6,900.29",,,$0.00,"$6,272.99",100%,Milan Khanal,06/06/2017,06/07/2017,30d,30/06/2017,-6d
A417 Greenfield MDU,MW20833 - 2RIV-02 - AYCA-334H1X - The Maples - 4,Sydney,,Inv 12830,16/11/2017,16/10/2017,16/10/2017,24/10/2017,24/10/2017,23/10/2017,21/11/2017,Oct-17,Nov-17,,MW20833 - 2RIV-02 - AYCA-334H1X - The Maples - 4,Schofields,"$2,766.71","-$1,040.96","$1,725.75","$1,898.33",,,$0.00,"$1,725.75",100%,Andrew Mahassy,Direct Award,05/07/2017,,,
A417 Greenfield MDU,MW20966 - 2BLK-11 - AYCA-3W8LJB - 42-44 Norfolk St,Sydney,,Inv 12811,16/11/2017,27/09/2017,27/09/2017,28/09/2017,03/10/2017,13/10/2017,21/11/2017,Sep-17,Nov-17,,MW20966 - 2BLK-11 - AYCA-3W8LJB - 42-44 Norfolk St,Blacktown,$232.27,"$7,875.13","$8,107.40","$8,918.14","$5,913.37",,"$5,913.37","$2,194.03",27%,Andrew Mahassy,Direct Award,05/07/2017,,,
A417 Greenfield MDU,MW20939 - AYCA-2Y4BYB -2PEN-64 - 344 GWH Wentworthville – 1- EXTERNAL,Sydney,,Inv 12802,13/11/2017,04/10/2017,06/10/2017,18/10/2017,25/10/2017,20/10/2017,16/11/2017,Oct-17,Nov-17,,MW20939 - AYCA-2Y4BYB -2PEN-64 - 344 GWH Wentworthville – 1- EXTERNAL,Wentworthville,"$1,768.07","$2,146.79","$3,914.86","$4,306.35","$2,739.01",,"$2,739.01","$1,175.85",30%,Michael Tram,Direct Award,06/07/2017,,,
A401/Greenfield,"MW20806 - 2EPS-61 -AYCA-42J4C9– 54 Tyrone Place, Erskine Park - Loscam",Sydney,,Inv 12803,13/11/2017,25/09/2017,25/09/2017,27/09/2017,02/10/2017,04/10/2017,16/11/2017,Sep-17,Nov-17,,"MW20806 - 2EPS-61 -AYCA-42J4C9– 54 Tyrone Place, Erskine Park - Loscam",Erskine Park,"$6,073.69","$3,516.71","$9,590.40","$10,549.44","$6,233.70",,"$6,233.70","$3,356.70",35%,Andrew Mahassy,13/06/2017,30/06/2017,17d,28/07/2017,28d
A401/Greenfield,MW20821 - AYCA-45D358 NSB Albuera Close -  BUILD,Newcastle,,Inv 12497,03/10/2017,14/08/2017,14/08/2017,15/08/2017,15/09/2017,25/08/2017,05/10/2017,Aug-17,Oct-17,,MW20821 - AYCA-45D358 NSB Albuera Close -  BUILD,Morphet,"$7,531.63",$464.50,"$7,996.13","$8,795.74","$6,043.99",,"$6,043.99","$1,952.14",24%,Mark Leal,02/06/2017,11/07/2017,39d,13/07/2017,2d
A417 Greenfield MDU,MW20927 - 2ASH-61 - AYCA-482KZM - Lionsgate Projects – 1,Sydney,,Inv 12807,14/11/2017,22/08/2017,22/08/2017,22/08/2017,06/10/2017,07/09/2017,16/11/2017,Aug-17,Nov-17,,MW20927 - 2ASH-61 - AYCA-482KZM - Lionsgate Projects – 1,Croydon park,"$3,340.88","$2,772.83","$6,113.71","$6,725.08","$4,280.95",,"$4,280.95","$1,832.76",30%,Michael Tram,Direct Award,11/07/2017,,,
A417 Greenfield MDU,MW20894 - 2KEL-08 - AYCA-42POJA - NSB - Memorial Ave Kelly Build,Sydney,,Inv 12501,17/08/2017,16/08/2017,16/08/2017,16/08/2017,23/09/2017,16/10/2017,26/10/2017,Aug-17,Oct-17,,MW20894 - 2KEL-08 - AYCA-42POJA - NSB - Memorial Ave Kelly Build,Kellyville,"$10,316.00",$155.54,"$10,471.54","$11,518.69",,,$0.00,"$10,471.54",100%,Andrew Mahassy,Direct Award,14/06/2017,,,
A401/Greenfield,MW20946 - 2OBA-20 - AYCA-4DWSZZ-  81 Albatross Way - NSB - SURVEY,Nth Coast,,Inv 12828,17/11/2017,27/08/2017,27/08/2017,,,01/11/2017,23/11/2017,Aug-17,Nov-17,,MW20946 - 2OBA-20 - AYCA-4DWSZZ-  81 Albatross Way - NSB - SURVEY,Old Bar,"$1,430.00",,"$1,430.00","$1,573.00",,,$0.00,"$1,430.00",100%,Mark Leal,13/06/2017,17/07/2017,34d,13/06/2017,-34d
A417 Greenfield MDU,MW20983 - 2RYD-01 - AYCA-2ZD7NM - 86-94 Blaxland Rd,Sydney,,Inv 12875,29/11/2017,29/08/2017,29/08/2017,14/09/2017,09/10/2017,31/10/2017,29/11/2017,Aug-17,Nov-17,,MW20983 - 2RYD-01 - AYCA-2ZD7NM - 86-94 Blaxland Rd,Parramatta Road,"$4,035.55","$1,147.97","$5,183.52","$5,701.87",,,$0.00,"$5,183.52",100%,Lindy Chan,Direct Award,19/07/2017,,,
A401/Minor works,"MW20718 - 2LJT-04-07-08 Unit 2, 234 The Entrance Road",Central Coast,,Inv 12985,19/12/2017,04/11/2017,04/11/2017,17/11/2017,24/11/2017,04/12/2017,19/12/2018,Nov-17,Dec-18,,"MW20718 - 2LJT-04-07-08 Unit 2, 234 The Entrance Road",Long Jetty,"$1,829.49","$11,994.14","$13,823.63","$15,205.99",,,$0.00,"$13,823.63",100%,Jay Shrestha,,,,,
A401/Minor works,MW20736 - 2GOS-01-04 - 3-7 Wharf-East Gosford Public School-Unit 3 354 Mann.,Central Coast,,Inv 12933,07/12/2017,26/09/2017,26/09/2017,04/11/2017,24/11/2017,03/11/2017,13/12/2017,Sep-17,Dec-17,,MW20736 - 2GOS-01-04 - 3-7 Wharf-East Gosford Public School-Unit 3 354 Mann.,Gosford,"$1,829.49","$2,155.37","$3,984.86","$4,383.35",,,$0.00,"$3,984.86",100%,Jay Shrestha,,,,,
A401/Minor works,MW20764 - 2BLK-12-07 - Lot 21 Western MTQY/2 Rudders/Unit 40 - 15 Valediction,Sydney,,Inv 13028,08/01/2018,27/11/2017,01/12/2017,27/11/2017,14/12/2017,13/12/2017,11/01/2018,Dec-17,Jan-18,,MW20764 - 2BLK-12-07 - Lot 21 Western MTQY/2 Rudders/Unit 40 - 15 Valediction,Blacktown,"$1,829.49","$37,470.15","$39,299.64","$43,229.60","$9,711.45",,"$9,711.45","$29,588.19",75%,Jay Shrestha,02/06/2017,24/07/2017,52d,,
A417 Greenfield MDU,MW20951   - 2ROU-03 - AYCA-486V6Q  - Non Standard Builds - McCarthy Street,Sydney,,Inv 12826,16/11/2017,02/10/2017,04/10/2017,16/10/2017,24/10/2017,13/10/2017,16/11/2017,Oct-17,Nov-17,,MW20951   - 2ROU-03 - AYCA-486V6Q  - Non Standard Builds - McCarthy Street,Kellyville,"$9,841.41","$4,157.68","$13,999.09","$15,399.00",,,$0.00,"$13,999.09",100%,Andrew Mahassy,Direct Award,25/07/2017,,,
A417 Greenfield MDU,MW21016 - AYCA-3UESPG -9CRC-06 -IVAR Villas Externals,ACT,,Inv 12915,04/12/2017,20/09/2017,25/09/2017,27/09/2017,17/11/2017,04/10/2017,07/12/2017,Sep-17,Dec-17,,MW21016 - AYCA-3UESPG -9CRC-06 -IVAR Villas Externals,Franklin,"$5,109.41",$883.35,"$5,992.76","$6,592.04",,,$0.00,"$5,992.76",100%,Shaher Aslam,Direct Award,21/07/2017,,,
A417 Greenfield MDU,MW21016 - AYCA-3UESPG -9CRC-06 -IVAR Villas Internals,ACT,,Inv 12916,04/12/2017,20/09/2017,25/09/2017,,,04/10/2017,07/12/2017,Sep-17,Dec-17,,MW21016 - AYCA-3UESPG -9CRC-06 -IVAR Villas Internals,Franklin,"$10,627.34",,"$10,627.34","$11,690.07",,,$0.00,"$10,627.34",100%,Shaher Aslam,Direct Award,22/07/2017,,,
A417 Greenfield MDU,MW21067 - 2PTH-01 - AYCA-3VF189 - 293-295 Jamison - 1,Sydney,,Inv 12829,16/11/2017,10/10/2017,12/10/2017,17/10/2017,25/10/2017,20/10/2017,21/11/2017,Oct-17,Nov-17,,MW21067 - 2PTH-01 - AYCA-3VF189 - 293-295 Jamison - 1,Penrith,"$2,496.87",-$147.14,"$2,349.73","$2,584.70",$689.79,,$689.79,"$1,659.94",71%,Michael Tram,Direct Award,24/07/2017,,,
A417 Greenfield MDU,MW21052 - 2MAI-11 - AYCA-3OLAP3-WA Brown INTERNAL,Newcastle,,Inv 12653,03/10/2017,20/08/2017,25/08/2017,19/09/2017,22/09/2017,06/09/2017,05/10/2017,Aug-17,Oct-17,,MW21052 - 2MAI-11 - AYCA-3OLAP3-WA Brown INTERNAL,Morphet,"$3,600.00","$5,391.90","$8,991.90","$9,891.09","$6,294.34",,"$6,294.34","$2,697.56",30%,Shaher Aslam,Direct Award,21/07/2017,,,
A417 Greenfield MDU,MW21054 - 2MAI-11 - AYCA-2NU9NV - Northwood Retirement Village - 1 - INTERNAL,Newcastle,,Inv 13318,06/03/2018,06/02/2018,06/02/2018,21/02/2018,27/02/2018,20/02/2018,02/03/2018,Feb-18,Mar-18,,MW21054 - 2MAI-11 - AYCA-2NU9NV - Northwood Retirement Village - 1 - INTERNAL,Rutherford,"$5,760.00","-$5,760.00",$288.00,$316.80,,,$0.00,$288.00,100%,Shaher Aslam,Direct Award,21/07/2017,,,
A417 Greenfield MDU,MW21026 - 2HOR-62 - AYCA-3TQB8K - MOUNT COLAH GARDENS - 2 - EXTERNAL,Sydney,,Inv 13114,30/01/2018,13/12/2017,13/12/2017,21/12/2017,03/01/2017,03/01/2018,25/01/2018,Dec-17,Jan-18,,MW21026 - 2HOR-62 - AYCA-3TQB8K - MOUNT COLAH GARDENS - 2 - EXTERNAL,Mt Colah,"$2,338.56","$1,630.43","$3,968.99","$4,365.89","$2,919.77",,"$2,919.77","$1,049.22",26%,Andrew Partalis,Direct Award,19/07/2017,,,
A401/Minor works,MW21062 - 2REV-20  - AYCA-4IDMPC- 9 Fitzpatrick St - 1,Sydney,,Inv 12652,03/10/2017,22/08/2017,22/08/2017,28/08/2017,06/09/2017,06/09/2017,05/10/2017,Aug-17,Oct-17,,MW21062 - 2REV-20  - AYCA-4IDMPC- 9 Fitzpatrick St - 1,Milpera,"$8,099.36","-$3,540.00","$4,559.36","$5,015.30","$1,725.57",,"$1,725.57","$2,833.79",62%,Shaher Aslan,03/08/2017,10/08/2017,7d,18/08/2017,8d
A417 Greenfield MDU,MW21031 - 2KEL-07 -AYCA-36X4LO - 7 Fairway Drive,Sydney,,Inv 13025 & 13151,10/01/2018,01/12/2017,01/12/2017,05/12/2017,12/12/2017,15/12/2017,26/12/2017,Dec-17,Dec-17,,MW21031 - 2KEL-07 -AYCA-36X4LO - 7 Fairway Drive,Kellyville,"$7,372.49","$6,818.21","$14,190.70","$15,609.77",,,$0.00,"$14,190.70",100%,Andrew Mahassy,Direct Award,19/07/2017,,,
A417 Greenfield MDU,MW21034 - 2LIV-04 - AYCA-2XM8XA - Castlereagh Projects PTY LTD - 1- EXTERNAL,Sydney,,Inv 12654,03/10/2017,24/08/2017,24/08/2017,06/09/2017,15/09/2017,11/12/2017,05/10/2017,Aug-17,Oct-17,,MW21034 - 2LIV-04 - AYCA-2XM8XA - Castlereagh Projects PTY LTD - 1- EXTERNAL,Liverpool,"$1,096.17",-$1.12,"$1,095.05","$1,204.56",,,$0.00,"$1,095.05",100%,Nabeel Jaimon,Direct Award,19/07/2017,,,
A417 Greenfield MDU,MW20941 - AYCA-2KQ04J -2KEL-01 - 112 Hambledon,Sydney,,Inv 12689,11/01/2017,28/08/2017,28/08/2017,06/09/2017,15/09/2017,11/09/2017,17/10/2017,Aug-17,Oct-17,,MW20941 - AYCA-2KQ04J -2KEL-01 - 112 Hambledon,Schofields,"$2,908.06",-$95.96,"$2,812.10","$3,093.31","$1,039.30",,"$1,039.30","$1,772.80",63%,Ertan Cicek ,Direct Award,26/07/2017,,,
A401/Greenfield,MW20627 - AYCA-40UYFT - 2PKE-06 - Berkeley,Sydney,,Inv 12574,11/09/2017,31/07/2017,31/07/2017,15/08/2017,04/09/2017,15/08/2017,19/09/2017,Jul-17,Sep-17,,MW20627 - AYCA-40UYFT - 2PKE-06 - Berkeley,Port Kembla,"$8,858.31",$512.57,"$9,370.88","$10,307.97","$2,095.98",,"$2,095.98","$7,274.90",78%,Nabeel Jaimon,01/05/2017,10/05/2017,9d,10/05/2017,0ms
A417 Greenfield MDU,MW21024 - AYCA-4JN54Z - 2NRN-05 - Elderslie - TH5,Sydney,,Inv 12608,25/09/2017,01/08/2017,01/08/2017,15/08/2017,01/09/2017,14/08/2017,19/09/2017,Aug-17,Sep-17,,MW21024 - AYCA-4JN54Z - 2NRN-05 - Elderslie - TH5,Elderslie,"$1,561.37",$698.01,"$2,259.38","$2,485.32",,,$0.00,"$2,259.38",100%,Andrew Mahassy,Direct Award,26/07/2017,,,
A401/Greenfield,MW20844 - 2TAH-02 - AYCA-3YUT4L - Brundah Road - 1,Sth Coast,,Inv 12805,14/11/2017,25/09/2017,25/09/2017,27/09/2017,04/10/2017,13/10/2017,16/11/2017,Sep-17,Nov-17,,MW20844 - 2TAH-02 - AYCA-3YUT4L - Brundah Road - 1,Thirlmere,"$6,869.87","$8,608.47","$15,478.34","$17,026.18","$6,117.91",,"$6,117.91","$9,360.43",60%,Ertan Cicek ,07/07/2017,14/08/2017,38d,25/08/2017,11d
A417 Greenfield MDU,"MW20797 - SOPR MWI  - 2RYD-03 - AYCA-1SUDYS – 15 Porter Street, Ryde - La Pearl - 1",Sydney,,Inv 12787,07/11/2017,01/08/2017,01/08/2017,09/08/2017,18/08/2017,06/09/2017,09/11/2017,Aug-17,Nov-17,,"MW20797 - SOPR MWI  - 2RYD-03 - AYCA-1SUDYS – 15 Porter Street, Ryde - La Pearl - 1",Ryde,$226.41,"$2,148.55","$2,374.96","$2,612.46",,,$0.00,"$2,374.96",100%,Lindy Chan,Direct Award,30/05/2017,,,
A401/Greenfield,MW21021 - 2MGO-20 -AYCA-45UVAF - Non Standard Builds - 15 Baldi,Sydney,,Inv 12690,11/10/2017,10/09/2017,11/09/2017,20/09/2017,28/09/2017,26/09/2017,10/10/2017,Sep-17,Oct-17,,MW21021 - 2MGO-20 -AYCA-45UVAF - Non Standard Builds - 15 Baldi,Silverdale,"$18,063.68","$5,154.37","$23,218.05","$25,539.86",,,$0.00,"$23,218.05",100%,Andrew Mahassy,31/07/2017,14/08/2017,14d,31/08/2017,17d
A417 Greenfield MDU,MW21104 - AYCA-3UHHF8-2LIV-12-25 Glenfield Road,Sydney,,Inv 13122,30/01/2018,01/12/2017,01/12/2017,04/12/2017,20/12/2017,13/12/2017,29/01/2018,Dec-17,Jan-18,,MW21104 - AYCA-3UHHF8-2LIV-12-25 Glenfield Road,Liverpool,"$8,071.38","$14,816.27","$22,887.65","$25,176.42","$11,278.40",,"$11,278.40","$11,609.25",51%,Shaher Aslan,Direct Award,08/08/2017,,29/09/2017,
A417 Greenfield MDU,MW21108 - AYCA-4D6F80 - 2NEW-03 - CASA - Terraces - Estate,Sydney,,Inv 13279,22/02/2018,27/12/2017,27/11/2017,16/01/2018,07/02/2018,11/12/2017,27/02/2018,Nov-17,Feb-18,,MW21108 - AYCA-4D6F80 - 2NEW-03 - CASA - Terraces - Estate,Erskinwille,"$7,693.89","$11,728.23","$19,422.12","$21,364.33","$6,867.81",,"$6,867.81","$12,554.31",65%,Shaher Aslan,Direct Award,08/08/2017,,,
A401/Greenfield,MW20777 - 2HBD-21 - AYCA-46PUI1 - 724 Pittwater Rd,Sydney,,Inv 13249,19/02/2018,10/10/2018,10/01/2018,10/01/2017,24/01/2018,22/01/2018,20/02/2018,Jan-18,Feb-18,,MW20777 - 2HBD-21 - AYCA-46PUI1 - 724 Pittwater Rd,Brookvale,"$2,139.28","$3,780.43","$5,919.71","$6,511.68","$1,612.32",,"$1,612.32","$4,307.39",73%,Andrew Partalis,30/05/2017,04/08/2017,66d,27/10/2017,84d
A417 Greenfield MDU,MW21065 - AYCA-3JKNRK -2ROU-02 -15-19 Hillview - 2B,Sydney,,Inv 12836,29/11/2017,25/09/2017,25/09/2017,17/10/2017,01/11/2017,03/10/2017,17/10/2017,Sep-17,Oct-17,,MW21065 - AYCA-3JKNRK -2ROU-02 -15-19 Hillview - 2B,Kellyville,$271.88,$393.66,$665.54,$732.09,,,$0.00,$665.54,100%,Ertan Cicek ,Direct Award,03/08/2017,,,
A417 Greenfield MDU,MW21095 - AYCA-4K6BDG - Melito Drive Internals,Sydney,,Inv 12713,18/10/2017,14/09/2017,25/09/2017,,,26/09/2017,24/10/2017,Sep-17,Oct-17,,MW21095 - AYCA-4K6BDG - Melito Drive Internals,Liverpool,$560.00,,$560.00,$616.00,,,$0.00,$560.00,100%,Shaher Aslan,Direct Award,04/08/2017,,18/10/2017,
A401/Greenfield,MW20436 - AYCA-3B8YY0 - Warrana Place – 2,Nth Coast,,Inv 12634,27/09/2017,20/07/2017,20/07/2017,20/07/2017,20/09/2017,08/08/2017,27/09/2017,Jul-17,Sep-17,,MW20436 - AYCA-3B8YY0 - Warrana Place – 2,Taree,"$10,810.68","$3,518.72","$14,329.40","$15,762.34","$10,142.71",,"$10,142.71","$4,186.69",29%,Andrew Partalis,07/03/2017,23/03/2017,16d,22/03/2017,-1d
A417 Greenfield MDU,MW21056 - 2KNS-04 - AYCA-4BYB3Q -33 Dunning Ave - 1- EXTERNAL,Sydney,,Inv 13317,02/03/2018,15/01/2018,15/01/2018,16/01/2018,19/02/2018,21/02/2018,06/03/2018,Jan-18,Mar-18,,MW21056 - 2KNS-04 - AYCA-4BYB3Q -33 Dunning Ave - 1- EXTERNAL,Rosebery,$751.67,"$16,052.96","$16,804.63","$18,485.09","$8,499.50",,"$8,499.50","$8,305.13",49%,Lindy Chan,Direct Award,10/08/2017,,,
